MESS_DATUM;TT_TU;RF_TU
2021021703;5.6;96.0
2021021704;5.6;96.0
2021021705;5.7;97.0
2021021706;5.7;98.0
2021021707;5.7;99.0
2021021708;6.0;98.0
2021021709;6.1;97.0
2021021710;6.4;96.0
2021021711;6.7;94.0
2021021712;6.9;92.0
2021021713;7.5;88.0
2021021714;8.3;81.0
2021021715;8.1;82.0
2021021716;7.9;84.0
2021021717;6.6;91.0
2021021718;7.0;90.0
2021021719;7.5;90.0
2021021720;6.9;95.0
2021021721;6.8;97.0
2021021722;7.3;96.0
2021021723;7.2;96.0
2021021800;7.3;95.0
2021021801;7.1;97.0
2021021802;7.6;93.0
2021021803;7.3;91.0
2021021804;5.9;98.0
2021021805;5.5;98.0
2021021806;6.0;95.0
2021021807;5.5;94.0
2021021808;5.6;92.0
2021021809;6.1;89.0
2021021810;7.0;85.0
2021021811;8.1;81.0
2021021812;9.4;78.0
2021021813;10.7;70.0
2021021814;10.8;65.0
2021021815;10.4;64.0
2021021816;9.8;66.0
2021021817;8.9;71.0
2021021818;8.5;70.0
2021021819;8.0;72.0
2021021820;7.8;72.0
2021021821;7.1;78.0
2021021822;7.2;78.0
2021021823;7.2;83.0
2021021900;7.0;92.0
2021021901;6.5;93.0
2021021902;5.6;94.0
2021021903;5.2;94.0
2021021904;4.7;94.0
2021021905;4.4;93.0
2021021906;4.6;92.0
2021021907;4.6;91.0
2021021908;4.7;89.0
2021021909;5.3;86.0
2021021910;6.0;84.0
2021021911;6.4;81.0
2021021912;7.7;75.0
2021021913;8.4;70.0
2021021914;9.1;67.0
2021021915;9.2;65.0
2021021916;8.0;71.0
2021021917;7.7;70.0
2021021918;6.8;73.0
2021021919;6.1;75.0
2021021920;5.6;76.0
2021021921;6.1;74.0
2021021922;5.7;77.0
2021021923;5.6;78.0
2021022000;5.6;79.0
2021022001;5.6;80.0
2021022002;5.6;80.0
2021022003;5.3;82.0
2021022004;4.8;83.0
2021022005;4.0;85.0
2021022006;3.8;86.0
2021022007;4.3;85.0
2021022008;5.2;83.0
2021022009;7.1;77.0
2021022010;8.7;73.0
2021022011;9.4;73.0
2021022012;11.5;68.0
2021022013;13.3;64.0
2021022014;14.4;61.0
2021022015;14.7;62.0
2021022016;13.2;67.0
2021022017;12.0;70.0
2021022018;11.6;71.0
2021022019;10.9;72.0
2021022020;10.3;74.0
2021022021;8.9;82.0
2021022022;8.4;85.0
2021022023;7.9;86.0
2021022100;6.6;90.0
2021022101;5.7;91.0
2021022102;6.5;89.0
2021022103;6.0;88.0
2021022104;6.0;87.0
2021022105;5.9;88.0
2021022106;5.8;87.0
2021022107;5.8;87.0
2021022108;6.7;84.0
2021022109;8.9;76.0
2021022110;11.1;65.0
2021022111;12.8;60.0
2021022112;14.6;55.0
2021022113;16.0;51.0
2021022114;17.0;49.0
2021022115;16.9;48.0
2021022116;16.0;53.0
2021022117;12.9;63.0
2021022118;9.8;75.0
2021022119;8.6;84.0
2021022120;7.4;88.0
2021022121;5.9;93.0
2021022122;6.7;91.0
2021022123;4.9;93.0
