MESS_DATUM;SD_SO
2023071703;0.0
2023071704;0.0
2023071705;1.0
2023071706;2.0
2023071707;57.0
2023071708;60.0
2023071709;58.0
2023071710;59.0
2023071711;38.0
2023071712;19.0
2023071713;21.0
2023071714;1.0
2023071715;4.0
2023071716;26.0
2023071717;0.0
2023071718;0.0
2023071719;0.0
2023071720;0.0
2023071803;0.0
2023071804;0.0
2023071805;38.0
2023071806;42.0
2023071807;60.0
2023071808;50.0
2023071809;48.0
2023071810;46.0
2023071811;51.0
2023071812;51.0
2023071813;11.0
2023071814;31.0
2023071815;17.0
2023071816;0.0
2023071817;0.0
2023071818;0.0
2023071819;0.0
2023071820;0.0
2023071903;0.0
2023071904;0.0
2023071905;0.0
2023071906;0.0
2023071907;0.0
2023071908;0.0
2023071909;0.0
2023071910;37.0
2023071911;43.0
2023071912;3.0
2023071913;7.0
2023071914;8.0
2023071915;0.0
2023071916;30.0
2023071917;13.0
2023071918;12.0
2023071919;17.0
2023071920;0.0
2023072003;0.0
2023072004;0.0
2023072005;24.0
2023072006;60.0
2023072007;52.0
2023072008;29.0
2023072009;56.0
2023072010;45.0
2023072011;42.0
2023072012;28.0
2023072013;29.0
2023072014;31.0
2023072015;53.0
2023072016;60.0
2023072017;60.0
2023072018;57.0
2023072019;28.0
2023072020;0.0
2023072103;0.0
2023072104;0.0
2023072105;28.0
2023072106;49.0
2023072107;46.0
2023072108;54.0
2023072109;44.0
2023072110;58.0
2023072111;39.0
2023072112;18.0
2023072113;8.0
2023072114;44.0
2023072115;46.0
2023072116;54.0
2023072117;18.0
2023072118;0.0
2023072119;0.0
2023072120;0.0
2023072203;0.0
2023072204;0.0
2023072205;5.0
2023072206;16.0
2023072207;55.0
2023072208;58.0
2023072209;33.0
2023072210;49.0
2023072211;45.0
2023072212;48.0
2023072213;19.0
2023072214;0.0
2023072215;5.0
2023072216;0.0
2023072217;0.0
2023072218;0.0
2023072219;0.0
2023072220;0.0
2023072303;0.0
2023072304;0.0
2023072305;0.0
2023072306;0.0
2023072307;0.0
2023072308;0.0
2023072309;0.0
2023072310;0.0
2023072311;0.0
2023072312;0.0
2023072313;0.0
2023072314;0.0
2023072315;0.0
2023072316;0.0
2023072317;3.0
2023072318;20.0
2023072319;8.0
2023072320;0.0
2023072403;0.0
2023072404;0.0
2023072405;0.0
2023072406;0.0
2023072407;0.0
2023072408;0.0
2023072409;0.0
2023072410;21.0
2023072411;17.0
2023072412;33.0
2023072413;48.0
2023072414;53.0
2023072415;26.0
2023072416;0.0
2023072417;0.0
2023072418;0.0
2023072419;0.0
2023072420;0.0
2023072503;0.0
2023072504;0.0
2023072505;31.0
2023072506;48.0
2023072507;50.0
2023072508;40.0
2023072509;1.0
2023072510;7.0
2023072511;45.0
2023072512;22.0
2023072513;50.0
2023072514;49.0
2023072515;46.0
2023072516;47.0
2023072517;57.0
2023072518;50.0
2023072519;43.0
2023072520;0.0
2023072603;0.0
2023072604;0.0
2023072605;8.0
2023072606;34.0
2023072607;54.0
2023072608;53.0
2023072609;36.0
2023072610;55.0
2023072611;51.0
2023072612;35.0
2023072613;29.0
2023072614;42.0
2023072615;15.0
2023072616;0.0
2023072617;9.0
2023072618;16.0
2023072619;20.0
2023072620;0.0
2023072703;0.0
2023072704;0.0
2023072705;32.0
2023072706;0.0
2023072707;0.0
2023072708;0.0
2023072709;0.0
2023072710;0.0
2023072711;0.0
2023072712;0.0
2023072713;0.0
2023072714;0.0
2023072715;0.0
2023072716;0.0
2023072717;0.0
2023072718;0.0
2023072719;0.0
2023072720;0.0
2023072803;0.0
2023072804;0.0
2023072805;0.0
2023072806;0.0
2023072807;0.0
2023072808;5.0
2023072809;0.0
2023072810;0.0
2023072811;3.0
2023072812;0.0
2023072813;0.0
2023072814;0.0
2023072815;3.0
2023072816;37.0
2023072817;30.0
2023072818;20.0
2023072819;3.0
2023072820;0.0
2023072903;0.0
2023072904;0.0
2023072905;0.0
2023072906;0.0
2023072907;0.0
2023072908;0.0
2023072909;0.0
2023072910;12.0
2023072911;40.0
2023072912;29.0
2023072913;58.0
2023072914;25.0
2023072915;46.0
2023072916;51.0
2023072917;0.0
2023072918;0.0
2023072919;0.0
2023072920;0.0
2023073003;0.0
2023073004;0.0
2023073005;36.0
2023073006;59.0
2023073007;31.0
2023073008;0.0
2023073009;34.0
2023073010;12.0
2023073011;14.0
2023073012;20.0
2023073013;43.0
2023073014;2.0
2023073015;38.0
2023073016;30.0
2023073017;29.0
2023073018;20.0
2023073019;0.0
2023073020;0.0
2023073103;0.0
2023073104;0.0
2023073105;0.0
2023073106;0.0
2023073107;0.0
2023073108;0.0
2023073109;0.0
2023073110;0.0
2023073111;0.0
2023073112;0.0
2023073113;0.0
2023073114;0.0
2023073115;0.0
2023073116;0.0
2023073117;0.0
2023073118;0.0
2023073119;0.0
2023073120;0.0
2023080103;0.0
2023080104;0.0
2023080105;0.0
2023080106;0.0
2023080107;0.0
2023080108;18.0
2023080109;14.0
2023080110;24.0
2023080111;35.0
2023080112;0.0
2023080113;25.0
2023080114;7.0
2023080115;21.0
2023080116;28.0
2023080117;30.0
2023080118;2.0
2023080119;0.0
2023080120;0.0
2023080203;0.0
2023080204;0.0
2023080205;0.0
2023080206;7.0
2023080207;4.0
2023080208;38.0
2023080209;17.0
2023080210;22.0
2023080211;0.0
2023080212;0.0
2023080213;6.0
2023080214;0.0
2023080215;0.0
2023080216;0.0
2023080217;0.0
2023080218;0.0
2023080219;0.0
2023080220;0.0
2023080303;0.0
2023080304;0.0
2023080305;0.0
2023080306;0.0
2023080307;0.0
2023080308;0.0
2023080309;0.0
2023080310;0.0
2023080311;0.0
2023080312;13.0
2023080313;20.0
2023080314;33.0
2023080315;21.0
2023080316;37.0
2023080317;33.0
2023080318;58.0
2023080319;9.0
2023080320;0.0
2023080403;0.0
2023080404;0.0
2023080405;0.0
2023080406;13.0
2023080407;0.0
2023080408;20.0
2023080409;0.0
2023080410;19.0
2023080411;6.0
2023080412;35.0
2023080413;23.0
2023080414;42.0
2023080415;24.0
2023080416;49.0
2023080417;45.0
2023080418;46.0
2023080419;0.0
2023080420;0.0
2023080503;0.0
2023080504;0.0
2023080505;0.0
2023080506;47.0
2023080507;4.0
2023080508;60.0
2023080509;47.0
2023080510;8.0
2023080511;39.0
2023080512;43.0
2023080513;39.0
2023080514;47.0
2023080515;59.0
2023080516;54.0
2023080517;42.0
2023080518;15.0
2023080519;0.0
2023080520;0.0
2023080603;0.0
2023080604;0.0
2023080605;0.0
2023080606;0.0
2023080607;0.0
2023080608;0.0
2023080609;0.0
2023080610;0.0
2023080611;0.0
2023080612;0.0
2023080613;0.0
2023080614;1.0
2023080615;0.0
2023080616;0.0
2023080617;0.0
2023080618;0.0
2023080619;0.0
2023080620;0.0
2023080703;0.0
2023080704;0.0
2023080705;0.0
2023080706;0.0
2023080707;0.0
2023080708;12.0
2023080709;7.0
2023080710;25.0
2023080711;48.0
2023080712;19.0
2023080713;13.0
2023080714;27.0
2023080715;26.0
2023080716;9.0
2023080717;25.0
2023080718;14.0
2023080719;0.0
2023080720;0.0
2023080803;0.0
2023080804;0.0
2023080805;2.0
2023080806;52.0
2023080807;54.0
2023080808;53.0
2023080809;8.0
2023080810;0.0
2023080811;13.0
2023080812;17.0
2023080813;48.0
2023080814;20.0
2023080815;14.0
2023080816;6.0
2023080817;0.0
2023080818;32.0
2023080819;8.0
2023080820;0.0
