MESS_DATUM;TT_TU;RF_TU
2023071700;17.7;72.0
2023071701;17.3;73.0
2023071702;16.5;80.0
2023071703;15.8;81.0
2023071704;16.8;74.0
2023071705;17.1;74.0
2023071706;17.1;75.0
2023071707;18.6;69.0
2023071708;20.1;65.0
2023071709;20.3;56.0
2023071710;21.0;51.0
2023071711;20.9;52.0
2023071712;19.6;60.0
2023071713;17.6;70.0
2023071714;18.9;61.0
2023071715;19.5;69.0
2023071716;18.3;67.0
2023071717;13.1;93.0
2023071718;13.8;92.0
2023071719;14.4;94.0
2023071720;14.3;91.0
2023071721;13.8;95.0
2023071722;13.0;96.0
2023071723;12.5;95.0
2023071800;12.0;94.0
2023071801;12.0;95.0
2023071802;12.2;96.0
2023071803;11.6;97.0
2023071804;11.8;97.0
2023071805;13.4;93.0
2023071806;14.7;88.0
2023071807;16.3;85.0
2023071808;17.5;79.0
2023071809;18.2;69.0
2023071810;19.9;61.0
2023071811;20.3;55.0
2023071812;21.4;55.0
2023071813;20.6;57.0
2023071814;21.5;54.0
2023071815;20.2;60.0
2023071816;16.9;85.0
2023071817;17.7;79.0
2023071818;17.6;82.0
2023071819;17.2;84.0
2023071820;15.6;89.0
2023071821;15.1;92.0
2023071822;15.0;95.0
2023071823;15.1;95.0
2023071900;14.7;93.0
2023071901;14.6;96.0
2023071902;15.0;88.0
2023071903;14.7;86.0
2023071904;14.1;86.0
2023071905;13.7;91.0
2023071906;13.6;91.0
2023071907;13.7;91.0
2023071908;14.4;87.0
2023071909;15.1;81.0
2023071910;16.7;70.0
2023071911;18.2;67.0
2023071912;18.8;71.0
2023071913;19.1;65.0
2023071914;19.1;65.0
2023071915;18.5;74.0
2023071916;19.1;70.0
2023071917;18.6;73.0
2023071918;17.3;79.0
2023071919;16.2;80.0
2023071920;15.7;82.0
2023071921;14.7;87.0
2023071922;13.8;89.0
2023071923;13.1;90.0
2023072000;13.1;93.0
2023072001;13.7;91.0
2023072002;13.4;96.0
2023072003;13.4;96.0
2023072004;13.3;96.0
2023072005;13.8;94.0
2023072006;15.2;89.0
2023072007;16.0;78.0
2023072008;15.6;79.0
2023072009;17.8;64.0
2023072010;17.3;70.0
2023072011;17.3;72.0
2023072012;18.5;62.0
2023072013;17.5;73.0
2023072014;18.6;59.0
2023072015;19.1;53.0
2023072016;19.2;54.0
2023072017;18.5;59.0
2023072018;17.8;60.0
2023072019;16.4;71.0
2023072020;16.1;70.0
2023072021;15.3;75.0
2023072022;14.2;79.0
2023072023;12.7;89.0
2023072100;13.2;88.0
2023072101;12.2;92.0
2023072102;11.2;96.0
2023072103;11.2;98.0
2023072104;11.8;97.0
2023072105;12.8;90.0
2023072106;16.1;76.0
2023072107;16.9;69.0
2023072108;17.8;66.0
2023072109;18.4;61.0
2023072110;20.2;56.0
2023072111;19.3;51.0
2023072112;19.6;51.0
2023072113;18.5;63.0
2023072114;21.5;45.0
2023072115;20.8;44.0
2023072116;20.3;49.0
2023072117;19.1;57.0
2023072118;17.2;66.0
2023072119;13.8;94.0
2023072120;14.1;94.0
2023072121;14.0;94.0
2023072122;13.4;94.0
2023072123;13.1;95.0
2023072200;13.2;94.0
2023072201;13.0;93.0
2023072202;12.3;95.0
2023072203;12.1;94.0
2023072204;12.0;94.0
2023072205;12.7;93.0
2023072206;13.6;90.0
2023072207;15.5;84.0
2023072208;16.3;70.0
2023072209;17.3;66.0
2023072210;17.5;60.0
2023072211;18.8;56.0
2023072212;20.0;54.0
2023072213;16.1;77.0
2023072214;16.6;81.0
2023072215;17.4;80.0
2023072216;16.5;80.0
2023072217;14.9;90.0
2023072218;15.0;90.0
2023072219;14.9;89.0
2023072220;14.7;93.0
2023072221;14.2;95.0
2023072222;14.1;96.0
2023072223;13.7;95.0
2023072300;13.5;95.0
2023072301;13.7;95.0
2023072302;14.0;96.0
2023072303;14.3;95.0
2023072304;14.3;95.0
2023072305;14.4;95.0
2023072306;14.5;94.0
2023072307;14.9;94.0
2023072308;15.3;94.0
2023072309;16.0;94.0
2023072310;16.5;91.0
2023072311;17.4;89.0
2023072312;16.9;93.0
2023072313;16.8;94.0
2023072314;17.4;91.0
2023072315;17.6;87.0
2023072316;17.0;92.0
2023072317;17.8;89.0
