MESS_DATUM;V_N
2015022513;4
2015022514;3
2015022515;2
2015022516;2
2015022517;1
2015022518;1
2015022519;0
2015022520;0
2015022521;0
2015022522;0
2015022523;0
2015022600;0
2015022601;0
2015022602;0
2015022603;0
2015022604;0
2015022605;0
2015022606;1
2015022607;0
2015022608;0
2015022609;0
2015022610;0
2015022611;0
2015022612;1
2015022613;1
2015022614;1
2015022615;0
2015022616;0
2015022617;1
2015022618;1
2015022619;0
2015022620;0
2015022621;0
2015022622;0
2015022623;0
2015022700;0
2015022701;0
2015022702;0
2015022703;0
2015022704;0
2015022705;0
2015022706;0
2015022707;2
2015022708;1
2015022709;1
2015022710;2
2015022711;3
2015022712;3
2015022713;3
2015022714;3
2015022715;5
2015022716;5
2015022717;6
2015022718;6
2015022719;7
2015022720;7
2015022721;8
2015022722;8
2015022723;8
2015022800;8
2015022801;8
2015022802;8
2015022803;8
2015022804;8
2015022805;7
2015022806;7
2015022807;4
2015022808;4
2015022809;3
2015022810;4
2015022811;5
2015022812;5
2015022813;4
2015022814;4
2015022815;4
2015022816;4
2015022817;3
2015022818;3
2015022819;2
2015022820;1
2015022821;0
2015022822;0
2015022823;0
2015030100;2
2015030101;2
2015030102;1
2015030103;2
2015030104;2
2015030105;7
2015030106;8
2015030107;7
2015030108;8
2015030109;8
2015030110;8
2015030111;8
2015030112;7
2015030113;6
2015030114;6
2015030115;6
2015030116;5
2015030117;6
2015030118;7
2015030119;7
2015030120;7
2015030121;5
2015030122;5
2015030123;5
2015030200;7
2015030201;7
2015030202;7
2015030203;7
2015030204;5
2015030205;7
2015030206;6
2015030207;1
2015030208;6
2015030209;4
2015030210;5
2015030211;2
2015030212;2
2015030213;2
2015030214;3
2015030215;4
2015030216;1
2015030217;1
2015030218;1
2015030219;2
2015030220;5
2015030221;7
2015030222;7
2015030223;6
2015030300;4
2015030301;5
2015030302;5
2015030303;5
2015030304;3
2015030305;1
2015030306;1
2015030307;1
2015030308;1
2015030309;3
2015030310;6
2015030311;6
2015030312;6
2015030313;5
2015030314;6
2015030315;7
2015030316;7
2015030317;7
2015030318;7
2015030319;7
2015030320;7
2015030321;8
2015030322;8
2015030323;8
2015030400;7
2015030401;6
2015030402;7
2015030403;7
2015030404;7
2015030405;2
2015030406;3
2015030407;1
2015030408;1
2015030409;1
2015030410;3
2015030411;5
2015030412;7
2015030413;8
2015030414;8
2015030415;8
2015030416;7
2015030417;7
2015030418;6
2015030419;5
2015030420;5
2015030421;6
2015030422;6
2015030423;7
2015030500;8
2015030501;8
2015030502;8
2015030503;8
2015030504;8
2015030505;8
2015030506;8
2015030507;6
2015030508;7
2015030509;7
2015030510;6
2015030511;7
2015030512;7
2015030513;7
2015030514;7
2015030515;7
2015030516;7
2015030517;7
2015030518;6
2015030519;7
2015030520;7
2015030521;7
2015030522;7
2015030523;6
2015030600;6
2015030601;3
2015030602;7
2015030603;7
2015030604;8
2015030605;8
2015030606;7
2015030607;6
2015030608;7
2015030609;7
2015030610;7
2015030611;7
2015030612;7
2015030613;7
2015030614;7
2015030615;7
2015030616;8
2015030617;8
2015030618;8
2015030619;8
2015030620;8
2015030621;8
2015030622;8
2015030623;7
2015030700;7
2015030701;7
2015030702;5
2015030703;3
2015030704;3
2015030705;5
2015030706;6
2015030707;7
2015030708;7
2015030709;7
2015030710;7
2015030711;7
2015030712;6
2015030713;6
2015030714;7
2015030715;6
2015030716;7
2015030717;7
2015030718;6
2015030719;6
2015030720;7
2015030721;7
2015030722;7
2015030723;7
2015030800;7
2015030801;7
2015030802;7
2015030803;7
2015030804;7
2015030805;7
2015030806;7
2015030807;4
2015030808;3
2015030809;2
2015030810;4
2015030811;5
2015030812;6
2015030813;6
2015030814;6
2015030815;6
2015030816;7
2015030817;7
2015030818;7
2015030819;6
2015030820;4
2015030821;2
2015030822;1
2015030823;2
2015030900;4
2015030901;6
2015030902;6
2015030903;6
2015030904;3
2015030905;2
2015030906;1
2015030907;2
2015030908;1
2015030909;5
2015030910;7
2015030911;7
2015030912;7
2015030913;7
2015030914;7
2015030915;6
2015030916;6
2015030917;5
2015030918;2
2015030919;1
2015030920;0
2015030921;0
2015030922;2
2015030923;0
2015031000;0
2015031001;0
2015031002;0
2015031003;6
2015031004;3
2015031005;1
2015031006;5
2015031007;4
2015031008;4
2015031009;5
2015031010;7
2015031011;7
2015031012;7
2015031013;8
2015031014;8
2015031015;8
2015031016;8
2015031017;8
2015031018;8
2015031019;7
2015031020;3
2015031021;0
2015031022;3
2015031023;0
2015031100;0
2015031101;1
2015031102;0
2015031103;5
2015031104;7
2015031105;8
2015031106;8
2015031107;7
2015031108;7
2015031109;7
2015031110;7
2015031111;7
2015031112;7
2015031113;7
2015031114;6
2015031115;7
2015031116;7
2015031117;7
2015031118;7
2015031119;7
