MESS_DATUM;TT_TU;RF_TU
2024041710;-1.4;96.0
2024041711;-1.3;97.0
2024041712;-1.4;93.0
2024041713;-0.5;93.0
2024041714;-0.4;93.0
2024041715;-0.5;96.0
2024041716;-1.3;94.0
2024041717;-1.9;94.0
2024041718;-1.9;95.0
2024041719;-2.4;93.0
2024041720;-2.2;95.0
2024041721;-1.6;96.0
2024041722;-1.5;96.0
2024041723;-1.7;96.0
2024041800;-1.8;96.0
2024041801;-1.9;96.0
2024041802;-2.0;96.0
2024041803;-2.3;96.0
2024041804;-2.2;96.0
2024041805;-2.1;96.0
2024041806;-2.1;95.0
2024041807;-1.7;96.0
2024041808;-2.0;96.0
2024041809;-1.7;95.0
2024041810;-0.8;93.0
2024041811;-0.7;86.0
2024041812;0.0;86.0
2024041813;0.7;82.0
2024041814;0.4;84.0
2024041815;1.0;81.0
2024041816;0.9;75.0
2024041817;-0.2;93.0
2024041818;-0.1;88.0
2024041819;-0.8;85.0
2024041820;-1.0;86.0
2024041821;-1.0;90.0
2024041822;-1.2;94.0
2024041823;-1.1;97.0
2024041900;-1.2;97.0
2024041901;-1.4;97.0
2024041902;-1.7;97.0
2024041903;-2.0;96.0
2024041904;-2.8;95.0
2024041905;-2.7;96.0
2024041906;-2.1;97.0
2024041907;-2.0;97.0
2024041908;-2.1;98.0
2024041909;-2.5;99.0
2024041910;-1.7;100.0
2024041911;-0.9;100.0
2024041912;-0.7;100.0
2024041913;-0.1;100.0
2024041914;-0.1;97.0
2024041915;-0.5;97.0
2024041916;-0.9;97.0
2024041917;-0.7;97.0
2024041918;-1.0;96.0
2024041919;-1.0;97.0
2024041920;-1.1;96.0
2024041921;-1.0;96.0
2024041922;-1.3;96.0
2024041923;-1.7;96.0
2024042000;-1.7;96.0
2024042001;-1.9;96.0
2024042002;-1.9;96.0
2024042003;-2.1;96.0
2024042004;-2.5;96.0
2024042005;-2.8;95.0
2024042006;-3.2;95.0
2024042007;-3.1;95.0
2024042008;-2.6;95.0
2024042009;-1.8;95.0
2024042010;-1.5;96.0
2024042011;-1.3;96.0
2024042012;-1.6;94.0
2024042013;-1.9;92.0
2024042014;-1.3;94.0
2024042015;-2.0;91.0
2024042016;-1.9;94.0
2024042017;-2.0;95.0
2024042018;-2.0;96.0
2024042019;-2.0;97.0
2024042020;-2.3;97.0
2024042021;-3.1;96.0
2024042022;-3.6;95.0
2024042023;-3.7;94.0
2024042100;-3.5;96.0
2024042101;-4.1;93.0
2024042102;-4.0;95.0
2024042103;-3.8;95.0
2024042104;-3.8;95.0
2024042105;-3.8;94.0
2024042106;-3.8;94.0
2024042107;-4.2;93.0
2024042108;-4.4;93.0
2024042109;-4.5;93.0
2024042110;-4.7;92.0
2024042111;-4.3;93.0
2024042112;-4.4;92.0
2024042113;-4.0;91.0
2024042114;-4.0;89.0
2024042115;-3.6;90.0
2024042116;-4.0;85.0
2024042117;-3.7;86.0
2024042118;-3.8;86.0
2024042119;-4.1;85.0
2024042120;-3.5;96.0
2024042121;-3.7;96.0
2024042122;-3.9;95.0
2024042123;-3.8;96.0
2024042200;-4.2;95.0
2024042201;-4.4;94.0
2024042202;-5.2;95.0
2024042203;-5.7;96.0
2024042204;-6.1;94.0
2024042205;-6.5;91.0
2024042206;-6.8;86.0
2024042207;-5.6;89.0
2024042208;-5.0;89.0
2024042209;-4.5;86.0
2024042210;-5.1;81.0
2024042211;-4.8;80.0
2024042212;-4.7;80.0
2024042213;-2.6;76.0
2024042214;-2.7;80.0
2024042215;-2.6;77.0
2024042216;-3.7;82.0
2024042217;-3.6;84.0
2024042218;-4.3;87.0
2024042219;-4.6;89.0
2024042220;-4.7;89.0
2024042221;-4.9;92.0
2024042222;-5.1;90.0
2024042223;-5.3;80.0
2024042300;-5.6;82.0
2024042301;-5.4;78.0
2024042302;-5.5;80.0
2024042303;-5.7;83.0
2024042304;-5.6;87.0
2024042305;-4.7;83.0
2024042306;-2.4;80.0
2024042307;-2.4;75.0
2024042308;-2.3;72.0
2024042309;-2.7;80.0
2024042310;-2.0;80.0
2024042311;-1.7;79.0
2024042312;-1.5;78.0
2024042313;-0.8;78.0
2024042314;-0.8;77.0
2024042315;-0.4;74.0
2024042316;-1.0;80.0
2024042317;-1.5;77.0
2024042318;-1.9;82.0
2024042319;-2.5;77.0
2024042320;-2.7;78.0
2024042321;-2.7;78.0
2024042322;-3.1;82.0
2024042323;-3.3;88.0
2024042400;-3.2;84.0
2024042401;-3.5;89.0
2024042402;-3.7;95.0
2024042403;-3.7;96.0
2024042404;-3.5;96.0
2024042405;-4.2;95.0
2024042406;-3.9;95.0
2024042407;-3.4;94.0
2024042408;-3.3;93.0
2024042409;-3.0;94.0
2024042410;-3.2;93.0
2024042411;-2.9;90.0
2024042412;-2.5;94.0
2024042413;-2.2;91.0
2024042414;-2.1;95.0
2024042415;-1.2;83.0
2024042416;-1.9;94.0
2024042417;-2.0;94.0
2024042418;-2.4;96.0
2024042419;-2.1;96.0
2024042420;-2.5;96.0
2024042421;-2.4;96.0
2024042422;-2.6;95.0
2024042423;-2.5;96.0
2024042500;-2.6;96.0
2024042501;-2.9;95.0
2024042502;-2.8;95.0
2024042503;-3.1;95.0
2024042504;-3.2;95.0
2024042505;-3.2;95.0
2024042506;-3.3;95.0
2024042507;-2.7;96.0
2024042508;-2.4;95.0
2024042509;-1.9;96.0
2024042510;-1.6;94.0
2024042511;-1.6;94.0
2024042512;-2.2;94.0
2024042513;-1.2;93.0
2024042514;-0.8;91.0
2024042515;-1.2;90.0
2024042516;-1.8;91.0
2024042517;-1.6;93.0
2024042518;-1.9;95.0
2024042519;-2.0;95.0
2024042520;-1.8;96.0
2024042521;-2.0;96.0
2024042522;-2.4;95.0
2024042523;-2.4;96.0
2024042600;-2.4;96.0
2024042601;-2.5;96.0
2024042602;-2.5;95.0
2024042603;-2.7;95.0
2024042604;-2.5;94.0
2024042605;-2.5;93.0
2024042606;-2.3;90.0
2024042607;-1.8;91.0
2024042608;-0.6;86.0
2024042609;0.5;83.0
2024042610;1.9;71.0
2024042611;2.2;67.0
2024042612;2.5;71.0
2024042613;2.7;74.0
2024042614;3.4;72.0
2024042615;4.0;70.0
2024042616;3.8;71.0
2024042617;3.4;77.0
2024042618;3.3;79.0
2024042619;3.2;80.0
2024042620;3.3;79.0
2024042621;3.4;78.0
2024042622;3.3;79.0
2024042623;3.4;78.0
2024042700;3.5;75.0
2024042701;3.5;73.0
2024042702;3.1;80.0
2024042703;3.4;75.0
2024042704;3.2;77.0
2024042705;3.0;81.0
2024042706;3.5;82.0
2024042707;4.3;79.0
2024042708;5.3;74.0
2024042709;6.3;72.0
2024042710;7.5;66.0
2024042711;7.8;69.0
2024042712;8.2;65.0
2024042713;8.3;67.0
2024042714;9.2;62.0
2024042715;9.0;60.0
2024042716;9.7;57.0
2024042717;9.9;53.0
2024042718;9.6;54.0
2024042719;9.0;60.0
2024042720;8.7;59.0
2024042721;9.1;52.0
2024042722;9.1;51.0
2024042723;9.2;48.0
2024042800;8.9;48.0
2024042801;8.4;51.0
2024042802;9.2;47.0
2024042803;9.0;45.0
2024042804;9.5;45.0
2024042805;8.2;51.0
2024042806;9.5;45.0
2024042807;9.9;46.0
2024042808;10.6;45.0
2024042809;11.7;45.0
2024042810;14.0;39.0
2024042811;13.1;40.0
2024042812;12.0;49.0
2024042813;11.7;52.0
2024042814;12.9;53.0
2024042815;11.6;59.0
2024042816;11.2;56.0
2024042817;11.1;59.0
2024042818;9.5;69.0
2024042819;8.6;61.0
2024042820;6.9;79.0
2024042821;6.1;79.0
2024042822;5.6;83.0
2024042823;5.1;84.0
2024042900;4.4;86.0
2024042901;4.3;86.0
2024042902;4.2;88.0
2024042903;4.1;90.0
2024042904;4.0;89.0
2024042905;3.7;85.0
2024042906;5.3;74.0
2024042907;6.4;72.0
2024042908;6.9;65.0
2024042909;7.9;62.0
2024042910;9.9;52.0
2024042911;11.2;51.0
2024042912;10.7;50.0
2024042913;12.2;45.0
2024042914;11.1;57.0
2024042915;11.4;57.0
2024042916;11.5;58.0
2024042917;10.9;65.0
2024042918;10.4;68.0
2024042919;10.2;69.0
2024042920;9.6;77.0
2024042921;9.9;72.0
2024042922;9.5;77.0
2024042923;9.4;75.0
2024043000;9.7;76.0
2024043001;10.3;75.0
2024043002;10.8;73.0
2024043003;11.4;74.0
2024043004;12.4;68.0
2024043005;12.7;68.0
2024043006;14.2;61.0
2024043007;14.1;60.0
2024043008;15.1;56.0
2024043009;15.2;59.0
2024043010;15.0;57.0
2024043011;17.1;53.0
2024043012;16.5;62.0
2024043013;17.1;61.0
2024043014;17.4;56.0
2024043015;17.4;45.0
2024043016;17.2;50.0
2024043017;16.3;58.0
2024043018;15.4;63.0
2024043019;15.0;63.0
2024043020;15.4;58.0
2024043021;15.3;55.0
2024043022;15.5;53.0
2024043023;15.1;53.0
2024050100;15.5;51.0
2024050101;15.6;49.0
2024050102;16.0;46.0
2024050103;15.9;46.0
2024050104;15.8;47.0
2024050105;15.7;47.0
2024050106;16.3;46.0
2024050107;16.4;48.0
2024050108;15.7;53.0
2024050109;15.9;49.0
2024050110;16.9;50.0
2024050111;17.5;57.0
2024050112;16.6;57.0
2024050113;16.1;63.0
2024050114;15.7;61.0
2024050115;15.5;59.0
2024050116;15.1;61.0
2024050117;14.5;69.0
2024050118;13.1;76.0
2024050119;12.5;71.0
2024050120;11.9;68.0
2024050121;11.3;71.0
2024050122;10.8;73.0
2024050123;10.1;78.0
2024050200;9.7;81.0
2024050201;9.5;83.0
2024050202;9.8;82.0
2024050203;9.3;84.0
2024050204;9.5;82.0
2024050205;9.8;79.0
2024050206;9.9;78.0
2024050207;10.1;76.0
2024050208;11.7;72.0
2024050209;12.9;65.0
2024050210;13.5;63.0
2024050211;13.9;72.0
2024050212;14.2;67.0
