MESS_DATUM;F;D
2015020920;18.2;310
2015020921;18.2;300
2015020922;18.6;300
2015020923;17.6;300
2015021000;16.9;300
2015021001;16.1;300
2015021002;15.5;300
2015021003;15.5;300
2015021004;15.3;300
2015021005;15.9;290
2015021006;15.0;300
2015021007;13.7;300
2015021008;13.3;310
2015021009;13.1;300
2015021010;13.0;300
2015021011;12.2;320
2015021012;11.7;310
2015021013;11.0;300
2015021014;10.0;320
2015021015;10.2;330
2015021016;9.9;320
2015021017;8.9;340
2015021018;7.7;340
2015021019;6.7;340
2015021020;4.3;20
2015021021;3.0;10
2015021022;5.5;20
2015021023;6.1;30
2015021100;6.3;40
2015021101;4.9;40
2015021102;4.1;40
2015021103;5.3;20
2015021104;6.4;50
2015021105;4.8;80
2015021106;5.4;80
2015021107;6.4;90
2015021108;7.3;90
2015021109;8.6;110
2015021110;9.9;120
2015021111;10.8;130
2015021112;10.7;140
2015021113;10.2;170
2015021114;9.4;170
2015021115;8.0;170
2015021116;7.1;190
2015021117;6.6;190
2015021118;4.8;190
2015021119;5.0;200
2015021120;5.2;190
2015021121;5.7;200
2015021122;5.5;200
2015021123;7.0;190
2015021200;7.1;200
2015021201;6.2;200
2015021202;5.6;200
2015021203;6.2;210
2015021204;6.8;220
2015021205;6.1;220
2015021206;5.7;210
2015021207;5.5;200
2015021208;5.5;200
2015021209;5.8;190
2015021210;6.1;190
2015021211;7.4;200
2015021212;8.1;200
2015021213;7.1;200
2015021214;6.1;200
2015021215;5.7;200
2015021216;6.3;210
2015021217;7.4;210
2015021218;6.7;200
2015021219;6.8;200
2015021220;8.4;210
2015021221;8.6;230
2015021222;7.7;250
2015021223;9.1;260
2015021300;8.7;260
2015021301;9.1;260
2015021302;9.9;260
2015021303;9.0;270
2015021304;8.0;270
2015021305;8.4;270
2015021306;8.8;270
2015021307;8.2;260
2015021308;8.1;250
2015021309;8.3;250
2015021310;8.1;250
2015021311;7.1;240
2015021312;6.2;230
2015021313;7.9;220
2015021314;8.6;220
2015021315;9.2;220
2015021316;10.1;220
2015021317;12.1;220
2015021318;13.3;220
2015021319;13.5;220
2015021320;13.6;220
2015021321;12.8;220
2015021322;13.7;230
2015021323;13.1;220
2015021400;12.7;220
2015021401;12.7;210
2015021402;11.8;200
2015021403;11.4;190
2015021404;10.5;200
2015021405;9.9;210
2015021406;8.5;210
2015021407;7.6;200
2015021408;5.5;190
2015021409;3.9;160
2015021410;3.6;150
2015021411;2.7;110
2015021412;2.8;70
2015021413;2.6;90
2015021414;2.3;110
2015021415;2.4;100
2015021416;3.4;110
2015021417;4.7;100
2015021418;6.3;80
2015021419;7.1;80
2015021420;7.0;70
2015021421;6.0;80
2015021422;5.4;70
2015021423;5.3;100
2015021500;5.2;110
2015021501;5.6;120
2015021502;4.5;120
2015021503;4.2;130
2015021504;4.3;120
2015021505;4.8;140
2015021506;4.5;150
2015021507;5.9;130
2015021508;6.3;120
2015021509;7.1;110
2015021510;7.5;110
2015021511;6.8;110
2015021512;5.5;120
2015021513;6.1;120
2015021514;7.0;120
2015021515;9.1;130
2015021516;13.0;130
2015021517;15.5;130
2015021518;14.9;120
2015021519;15.6;110
2015021520;15.2;120
2015021521;15.9;130
2015021522;15.2;130
2015021523;15.0;140
2015021600;14.8;150
2015021601;13.9;160
2015021602;13.6;170
2015021603;12.9;170
2015021604;10.9;180
2015021605;9.6;180
2015021606;10.5;180
2015021607;11.7;180
