MESS_DATUM;R1
2015010804;0.0
2015010805;0.0
2015010806;0.1
2015010807;0.1
2015010808;0.1
2015010809;0.0
2015010810;0.2
2015010811;0.0
2015010812;0.2
2015010813;0.0
2015010814;0.0
2015010815;2.6
2015010816;2.1
2015010817;3.0
2015010818;0.6
2015010819;0.9
2015010820;0.2
2015010821;0.0
2015010822;0.0
2015010823;0.0
2015010900;0.0
2015010901;0.0
2015010902;0.0
2015010903;0.0
2015010904;0.0
2015010905;0.0
2015010906;0.0
2015010907;0.1
2015010908;1.1
2015010909;0.9
2015010910;0.6
2015010911;1.1
2015010912;1.6
2015010913;1.4
2015010914;0.0
2015010915;0.0
2015010916;0.0
2015010917;0.1
2015010918;0.0
2015010919;0.0
2015010920;0.0
2015010921;0.0
2015010922;0.0
2015010923;0.0
2015011000;0.0
2015011001;0.0
2015011002;0.3
2015011003;0.9
2015011004;1.6
2015011005;1.2
2015011006;0.1
2015011007;0.1
2015011008;0.1
2015011009;0.3
2015011010;0.0
2015011011;0.0
2015011012;0.7
2015011013;1.7
2015011014;2.0
2015011015;0.0
2015011016;0.0
2015011017;0.0
2015011018;0.0
2015011019;0.0
2015011020;0.1
2015011021;0.1
2015011022;0.0
2015011023;0.0
2015011100;0.0
2015011101;0.1
2015011102;0.0
2015011103;0.1
2015011104;0.0
2015011105;0.1
2015011106;0.2
2015011107;0.7
2015011108;0.2
2015011109;0.9
2015011110;1.5
2015011111;0.9
2015011112;0.5
2015011113;0.0
2015011114;2.0
2015011115;0.0
2015011116;0.0
2015011117;0.0
2015011118;0.1
2015011119;0.1
2015011120;0.2
2015011121;0.3
2015011122;0.1
2015011123;0.0
2015011200;0.7
2015011201;0.3
2015011202;0.0
2015011203;0.0
2015011204;0.0
2015011205;0.4
2015011206;0.2
2015011207;0.0
2015011208;0.0
2015011209;0.1
2015011210;0.1
2015011211;0.0
2015011212;0.3
2015011213;0.4
2015011214;0.3
2015011215;0.1
2015011216;0.1
2015011217;0.4
2015011218;0.0
2015011219;0.1
2015011220;0.5
2015011221;0.7
2015011222;0.4
2015011223;0.4
2015011300;0.1
2015011301;0.7
2015011302;3.1
2015011303;0.8
2015011304;0.2
2015011305;0.1
2015011306;1.2
2015011307;1.4
2015011308;0.3
2015011309;0.0
2015011310;0.1
2015011311;0.2
2015011312;1.0
2015011313;1.8
2015011314;2.2
2015011315;1.4
2015011316;0.7
2015011317;0.5
2015011318;0.5
2015011319;0.1
2015011320;0.0
2015011321;0.0
2015011322;0.0
2015011323;0.0
2015011400;0.0
2015011401;0.0
2015011402;0.0
2015011403;0.0
2015011404;0.2
2015011405;1.9
2015011406;1.1
2015011407;0.1
2015011408;0.0
2015011409;0.0
2015011410;0.0
2015011411;0.0
2015011412;0.0
2015011413;0.0
2015011414;0.0
2015011415;0.0
2015011416;1.1
2015011417;1.3
2015011418;0.6
2015011419;0.0
2015011420;0.0
2015011421;0.0
2015011422;0.0
2015011423;0.0
2015011500;0.0
2015011501;0.0
2015011502;0.0
2015011503;0.0
2015011504;0.0
2015011505;0.0
2015011506;0.0
2015011507;0.1
2015011508;0.1
2015011509;0.5
2015011510;0.1
2015011511;0.2
2015011512;0.0
2015011513;0.0
2015011514;0.1
2015011515;0.2
2015011516;0.2
2015011517;0.1
2015011518;0.1
2015011519;0.4
2015011520;0.0
2015011521;0.0
2015011522;0.2
2015011523;0.0
2015011600;0.0
2015011601;0.0
2015011602;0.0
2015011603;0.0
2015011604;0.0
2015011605;0.0
2015011606;0.0
2015011607;0.0
2015011608;0.0
2015011609;0.0
2015011610;0.0
2015011611;0.0
2015011612;0.0
2015011613;0.0
2015011614;0.0
2015011615;0.0
2015011616;0.0
2015011617;0.0
2015011618;0.0
2015011619;0.0
2015011620;0.0
2015011621;0.0
2015011622;0.0
2015011623;0.0
2015011700;0.0
2015011701;0.0
2015011702;0.0
2015011703;0.0
2015011704;0.0
2015011705;0.0
2015011706;0.0
2015011707;0.0
2015011708;0.0
2015011709;0.0
2015011710;0.0
2015011711;0.0
2015011712;0.0
2015011713;0.0
2015011714;0.0
2015011715;0.0
2015011716;0.0
2015011717;0.0
2015011718;0.0
2015011719;0.0
2015011720;0.0
2015011721;0.0
2015011722;0.0
2015011723;0.0
2015011800;0.0
2015011801;0.0
2015011802;0.0
2015011803;0.0
2015011804;0.0
2015011805;0.0
2015011806;0.0
2015011807;0.0
2015011808;0.0
2015011809;0.0
2015011810;0.0
2015011811;0.0
2015011812;0.0
2015011813;0.0
2015011814;0.1
2015011815;0.1
2015011816;0.1
2015011817;0.1
2015011818;0.0
2015011819;0.1
2015011820;0.4
2015011821;0.0
2015011822;0.0
2015011823;0.3
2015011900;0.0
2015011901;0.1
2015011902;0.0
2015011903;0.0
2015011904;0.0
2015011905;0.0
2015011906;0.0
2015011907;0.0
2015011908;0.0
2015011909;0.0
2015011910;0.0
2015011911;0.0
2015011912;0.0
2015011913;0.0
2015011914;0.0
2015011915;0.0
2015011916;0.0
2015011917;0.0
2015011918;0.0
2015011919;0.0
2015011920;0.0
2015011921;0.0
2015011922;0.0
2015011923;0.0
2015012000;0.0
2015012001;0.0
2015012002;0.0
2015012003;0.0
2015012004;0.0
2015012005;0.0
2015012006;0.0
2015012007;0.0
2015012008;0.0
2015012009;0.0
2015012010;0.0
2015012011;0.0
2015012012;0.0
2015012013;0.0
2015012014;0.0
2015012015;0.0
2015012016;0.0
2015012017;0.0
2015012018;0.0
2015012019;0.0
2015012020;0.0
2015012021;0.0
2015012022;0.0
2015012023;0.0
2015012100;0.0
2015012101;0.0
2015012102;0.0
2015012103;0.0
2015012104;0.0
2015012105;0.0
2015012106;0.0
2015012107;0.0
2015012108;0.0
2015012109;0.0
2015012110;0.0
2015012111;0.0
2015012112;0.0
2015012113;0.0
2015012114;0.0
2015012115;0.0
2015012116;0.0
2015012117;0.0
2015012118;0.0
2015012119;0.0
2015012120;0.0
2015012121;0.0
2015012122;0.0
2015012123;0.0
2015012200;0.0
2015012201;0.0
2015012202;0.0
2015012203;0.0
2015012204;0.0
2015012205;0.0
2015012206;0.0
2015012207;0.0
2015012208;0.0
2015012209;0.0
2015012210;0.0
2015012211;0.0
2015012212;0.0
2015012213;0.0
2015012214;0.0
2015012215;0.0
2015012216;0.0
2015012217;0.0
2015012218;0.0
2015012219;0.0
2015012220;0.0
2015012221;0.0
2015012222;0.0
2015012223;0.0
2015012300;0.0
2015012301;0.0
2015012302;0.0
2015012303;0.0
2015012304;0.0
2015012305;0.0
2015012306;0.0
2015012307;0.0
2015012308;0.0
2015012309;0.0
2015012310;0.0
2015012311;0.0
2015012312;0.0
2015012313;0.0
2015012314;0.0
2015012315;0.0
2015012316;0.0
2015012317;0.0
2015012318;0.0
2015012319;0.0
2015012320;0.0
2015012321;0.0
2015012322;0.0
2015012323;0.0
2015012400;0.0
2015012401;0.0
2015012402;0.0
2015012403;0.0
2015012404;0.0
2015012405;0.0
2015012406;0.0
2015012407;0.0
2015012408;0.0
2015012409;0.0
2015012410;0.0
2015012411;0.2
2015012412;0.4
2015012413;0.5
2015012414;0.3
2015012415;0.0
2015012416;0.0
2015012417;0.0
2015012418;0.0
2015012419;0.0
2015012420;0.0
2015012421;0.0
2015012422;0.0
2015012423;0.0
2015012500;0.0
2015012501;0.0
2015012502;0.9
2015012503;0.1
2015012504;0.0
2015012505;0.0
2015012506;0.0
2015012507;0.0
2015012508;0.0
2015012509;0.0
2015012510;0.0
2015012511;0.0
2015012512;0.0
2015012513;0.0
2015012514;0.0
2015012515;0.1
2015012516;0.1
2015012517;0.0
2015012518;0.0
2015012519;0.0
2015012520;0.0
2015012521;0.0
2015012522;0.0
2015012523;0.0
2015012600;0.0
2015012601;0.0
2015012602;0.0
2015012603;0.0
2015012604;0.0
2015012605;0.0
2015012606;0.0
2015012607;0.0
2015012608;0.6
2015012609;0.5
2015012610;0.5
2015012611;0.4
2015012612;0.9
2015012613;0.1
2015012614;0.1
2015012615;0.2
2015012616;0.9
2015012617;1.1
2015012618;0.7
2015012619;0.1
2015012620;0.0
2015012621;0.1
2015012622;0.1
2015012623;0.2
2015012700;0.0
2015012701;0.4
2015012702;0.2
2015012703;0.0
2015012704;0.0
2015012705;0.0
2015012706;0.0
2015012707;0.0
2015012708;0.0
2015012709;0.0
2015012710;0.0
2015012711;0.0
2015012712;0.0
2015012713;0.0
2015012714;0.0
2015012715;0.0
2015012716;0.0
2015012717;0.0
2015012718;0.0
2015012719;0.0
2015012720;0.0
2015012721;0.0
2015012722;0.0
2015012723;0.0
2015012800;0.0
2015012801;0.0
2015012802;0.0
2015012803;0.0
2015012804;0.0
2015012805;0.0
2015012806;0.0
2015012807;0.0
2015012808;0.0
2015012809;0.1
2015012810;0.0
2015012811;0.0
2015012812;0.0
2015012813;0.0
2015012814;0.0
2015012815;0.0
2015012816;0.2
2015012817;2.6
2015012818;2.1
2015012819;1.0
2015012820;0.0
2015012821;0.0
2015012822;0.0
2015012823;0.0
2015012900;0.0
2015012901;0.0
2015012902;0.0
2015012903;0.0
2015012904;0.0
2015012905;0.0
2015012906;0.0
2015012907;0.0
2015012908;0.0
2015012909;0.1
2015012910;0.0
2015012911;0.0
2015012912;0.0
2015012913;0.0
2015012914;0.0
2015012915;0.0
2015012916;0.0
2015012917;0.0
2015012918;0.0
2015012919;0.0
2015012920;0.0
2015012921;0.0
2015012922;0.0
2015012923;0.0
2015013000;0.0
2015013001;0.0
2015013002;0.0
2015013003;0.0
2015013004;0.0
2015013005;0.0
2015013006;0.0
2015013007;0.0
2015013008;0.0
2015013009;0.0
2015013010;0.0
2015013011;0.0
2015013012;0.0
2015013013;0.0
2015013014;0.0
2015013015;0.0
2015013016;0.0
2015013017;0.0
2015013018;0.0
2015013019;0.0
2015013020;0.0
2015013021;0.0
2015013022;0.0
2015013023;0.0
2015013100;0.0
2015013101;0.0
2015013102;0.0
2015013103;0.0
2015013104;0.0
2015013105;0.0
2015013106;0.0
2015013107;0.0
2015013108;0.0
2015013109;0.0
2015013110;0.0
2015013111;0.0
2015013112;0.0
2015013113;0.0
2015013114;0.0
2015013115;0.0
2015013116;0.0
2015013117;0.0
2015013118;0.0
2015013119;0.0
2015013120;0.0
2015013121;0.0
2015013122;0.0
2015013123;0.0
2015020100;0.0
2015020101;0.0
2015020102;0.0
2015020103;0.0
2015020104;0.0
2015020105;0.0
2015020106;0.0
2015020107;0.0
2015020108;0.0
2015020109;0.0
2015020110;0.0
2015020111;0.1
2015020112;0.6
2015020113;0.1
2015020114;0.0
2015020115;0.0
2015020116;0.0
2015020117;0.0
2015020118;0.1
2015020119;0.0
2015020120;0.0
2015020121;0.0
2015020122;0.0
2015020123;0.0
2015020200;0.0
2015020201;0.0
2015020202;0.0
2015020203;0.0
2015020204;0.0
2015020205;0.0
2015020206;0.0
2015020207;0.0
2015020208;0.0
2015020209;0.2
2015020210;0.2
2015020211;0.3
2015020212;0.0
2015020213;0.0
2015020214;0.0
2015020215;0.0
2015020216;0.0
2015020217;0.0
2015020218;0.0
2015020219;0.0
2015020220;0.0
2015020221;0.0
2015020222;0.0
2015020223;0.0
2015020300;0.0
2015020301;0.0
2015020302;0.0
2015020303;0.0
2015020304;0.0
2015020305;0.0
2015020306;0.0
2015020307;0.0
2015020308;0.0
2015020309;0.0
2015020310;0.0
2015020311;0.1
2015020312;0.1
2015020313;0.0
2015020314;0.0
2015020315;0.0
2015020316;0.0
2015020317;0.0
2015020318;0.0
2015020319;0.0
2015020320;0.0
2015020321;0.0
2015020322;0.0
2015020323;0.0
2015020400;0.0
2015020401;0.0
2015020402;0.0
2015020403;0.0
2015020404;0.0
2015020405;0.0
2015020406;0.0
2015020407;0.0
2015020408;0.0
2015020409;0.0
2015020410;0.0
2015020411;0.0
2015020412;0.0
2015020413;0.0
2015020414;0.0
2015020415;0.0
2015020416;0.0
2015020417;0.0
2015020418;0.0
2015020419;0.0
2015020420;0.0
2015020421;0.0
2015020422;0.0
2015020423;0.0
2015020500;0.0
2015020501;0.0
2015020502;0.1
2015020503;0.3
2015020504;0.2
2015020505;0.0
2015020506;0.0
2015020507;0.0
2015020508;0.0
2015020509;0.0
2015020510;0.0
2015020511;0.0
2015020512;0.0
2015020513;0.0
2015020514;0.0
2015020515;0.0
2015020516;0.0
2015020517;0.0
2015020518;0.0
2015020519;0.0
2015020520;0.0
2015020521;0.0
2015020522;0.0
2015020523;0.0
2015020600;0.0
2015020601;0.0
2015020602;0.0
2015020603;0.0
2015020604;0.0
2015020605;0.0
2015020606;0.0
2015020607;0.0
2015020608;0.0
2015020609;0.0
2015020610;0.0
2015020611;0.0
2015020612;0.0
2015020613;0.0
2015020614;0.0
2015020615;0.0
2015020616;0.0
2015020617;0.0
2015020618;0.0
2015020619;0.0
2015020620;0.0
2015020621;0.0
2015020622;0.0
2015020623;0.0
2015020700;0.0
2015020701;0.0
2015020702;0.0
2015020703;0.0
2015020704;0.0
2015020705;0.0
2015020706;0.0
2015020707;0.0
2015020708;0.0
2015020709;0.0
2015020710;0.0
2015020711;0.0
2015020712;0.0
2015020713;0.0
2015020714;0.0
2015020715;0.0
2015020716;0.0
2015020717;0.0
2015020718;0.0
2015020719;0.0
2015020720;0.0
2015020721;0.0
2015020722;0.0
2015020723;0.0
2015020800;0.0
2015020801;0.0
2015020802;0.0
2015020803;0.0
2015020804;0.0
2015020805;0.0
2015020806;0.0
2015020807;0.0
2015020808;0.0
2015020809;0.0
2015020810;0.0
2015020811;0.0
2015020812;0.0
2015020813;0.0
2015020814;0.0
2015020815;0.0
2015020816;0.0
2015020817;0.0
2015020818;0.0
2015020819;0.1
2015020820;0.1
2015020821;0.0
2015020822;0.1
2015020823;0.0
2015020900;0.1
2015020901;0.0
2015020902;0.1
2015020903;0.1
2015020904;0.0
2015020905;0.1
2015020906;0.0
2015020907;0.0
2015020908;0.0
2015020909;0.2
2015020910;0.2
2015020911;0.0
2015020912;0.0
2015020913;0.0
2015020914;0.0
2015020915;0.0
2015020916;0.0
2015020917;0.0
2015020918;0.0
2015020919;0.0
2015020920;0.0
2015020921;0.0
2015020922;0.0
2015020923;0.0
2015021000;0.0
2015021001;0.0
2015021002;0.0
2015021003;0.0
2015021004;0.0
2015021005;0.0
2015021006;0.0
2015021007;0.0
2015021008;0.0
2015021009;0.0
2015021010;0.0
2015021011;0.0
2015021012;0.0
2015021013;0.0
2015021014;0.0
2015021015;0.0
2015021016;0.0
2015021017;0.0
2015021018;0.0
2015021019;0.0
2015021020;0.0
2015021021;0.0
2015021022;0.0
2015021023;0.0
2015021100;0.0
2015021101;0.0
2015021102;0.0
2015021103;0.0
2015021104;0.0
2015021105;0.0
2015021106;0.0
2015021107;0.0
2015021108;0.0
2015021109;0.0
2015021110;0.0
2015021111;0.0
2015021112;0.0
2015021113;0.0
2015021114;0.0
2015021115;0.0
2015021116;0.0
2015021117;0.0
2015021118;0.0
2015021119;0.0
2015021120;0.0
2015021121;0.0
2015021122;0.0
2015021123;0.0
2015021200;0.0
2015021201;0.0
2015021202;0.0
2015021203;0.0
2015021204;0.0
2015021205;0.0
2015021206;0.0
2015021207;0.0
2015021208;0.0
2015021209;0.0
2015021210;0.0
2015021211;0.0
2015021212;0.0
2015021213;0.0
2015021214;0.0
2015021215;0.0
2015021216;0.0
2015021217;0.0
2015021218;0.0
2015021219;0.0
2015021220;0.0
2015021221;0.0
2015021222;0.0
2015021223;0.0
2015021300;0.0
2015021301;0.0
2015021302;0.0
2015021303;0.0
2015021304;0.0
2015021305;0.0
2015021306;0.0
2015021307;0.0
2015021308;0.0
2015021309;0.0
2015021310;0.0
2015021311;0.0
2015021312;0.0
2015021313;0.0
2015021314;0.0
2015021315;0.0
2015021316;0.0
2015021317;0.0
2015021318;0.0
2015021319;0.0
2015021320;0.0
2015021321;0.0
2015021322;0.0
2015021323;0.0
2015021400;0.0
2015021401;0.0
2015021402;0.0
2015021403;0.0
2015021404;0.0
2015021405;0.0
2015021406;0.0
2015021407;0.0
2015021408;0.0
2015021409;0.0
2015021410;0.0
2015021411;0.0
2015021412;0.0
2015021413;0.0
2015021414;0.0
2015021415;0.0
2015021416;0.0
2015021417;0.0
2015021418;0.0
2015021419;0.0
2015021420;0.0
2015021421;0.0
2015021422;0.0
2015021423;0.0
2015021500;0.0
2015021501;0.0
2015021502;0.0
2015021503;0.0
2015021504;0.0
2015021505;0.0
2015021506;0.0
2015021507;0.0
2015021508;0.0
2015021509;0.0
2015021510;0.0
2015021511;0.0
2015021512;0.0
2015021513;0.0
2015021514;0.0
2015021515;0.0
2015021516;0.0
2015021517;0.0
2015021518;0.0
2015021519;0.0
2015021520;0.0
2015021521;0.0
2015021522;0.0
2015021523;0.0
2015021600;0.0
2015021601;0.0
2015021602;0.0
2015021603;0.0
2015021604;0.0
2015021605;0.0
2015021606;0.0
2015021607;0.0
2015021608;0.0
2015021609;0.0
2015021610;0.0
2015021611;0.0
2015021612;0.0
2015021613;0.0
2015021614;0.0
2015021615;0.0
2015021616;0.0
2015021617;0.0
2015021618;0.0
2015021619;0.0
2015021620;0.0
2015021621;0.0
2015021622;0.0
2015021623;0.0
2015021700;0.0
2015021701;0.0
2015021702;0.0
2015021703;0.0
2015021704;0.0
2015021705;0.0
2015021706;0.0
2015021707;0.0
2015021708;0.0
2015021709;0.0
2015021710;0.0
2015021711;0.0
2015021712;0.0
2015021713;0.0
2015021714;0.0
2015021715;0.0
2015021716;0.0
2015021717;0.0
2015021718;0.0
2015021719;0.0
2015021720;0.0
2015021721;0.0
2015021722;0.0
2015021723;0.0
2015021800;0.0
2015021801;0.0
2015021802;0.0
2015021803;0.0
2015021804;0.0
2015021805;0.0
2015021806;0.0
2015021807;0.0
2015021808;0.0
2015021809;0.0
2015021810;0.0
2015021811;0.0
2015021812;0.0
2015021813;0.0
2015021814;0.0
2015021815;0.0
2015021816;0.0
2015021817;0.0
2015021818;0.0
2015021819;0.0
2015021820;0.0
2015021821;0.0
2015021822;0.0
2015021823;0.0
2015021900;0.0
2015021901;0.0
2015021902;0.0
2015021903;0.0
2015021904;0.0
2015021905;0.0
2015021906;0.0
2015021907;0.0
2015021908;0.0
2015021909;0.0
2015021910;0.0
2015021911;0.0
2015021912;0.0
2015021913;0.0
2015021914;0.0
2015021915;0.0
2015021916;0.0
2015021917;0.0
2015021918;0.0
2015021919;0.0
2015021920;0.0
2015021921;0.0
2015021922;0.0
2015021923;0.0
2015022000;0.0
2015022001;0.0
2015022002;0.0
2015022003;0.0
2015022004;0.0
2015022005;0.0
2015022006;0.0
2015022007;0.0
2015022008;0.0
2015022009;0.0
2015022010;0.0
2015022011;0.0
2015022012;0.0
2015022013;0.0
2015022014;0.0
2015022015;0.2
2015022016;0.1
2015022017;0.3
2015022018;0.8
2015022019;1.3
2015022020;0.9
2015022021;0.6
2015022022;0.7
2015022023;0.3
2015022100;0.3
2015022101;0.4
2015022102;0.1
2015022103;0.0
2015022104;0.0
2015022105;0.3
2015022106;0.6
2015022107;1.2
2015022108;0.3
2015022109;0.0
2015022110;0.2
2015022111;0.2
2015022112;0.0
2015022113;0.0
2015022114;0.4
2015022115;0.5
2015022116;0.7
2015022117;0.0
2015022118;0.0
2015022119;0.0
2015022120;0.0
2015022121;0.0
2015022122;0.0
2015022123;0.0
2015022200;0.0
2015022201;0.0
2015022202;0.0
2015022203;0.0
2015022204;0.0
2015022205;0.0
2015022206;0.0
2015022207;0.0
2015022208;0.0
2015022209;0.0
2015022210;0.0
2015022211;0.0
2015022212;0.0
2015022213;0.0
2015022214;0.0
2015022215;0.0
2015022216;0.0
2015022217;0.0
2015022218;0.0
2015022219;0.0
2015022220;0.0
2015022221;0.0
2015022222;0.0
2015022223;0.0
2015022300;0.0
2015022301;0.0
2015022302;0.0
2015022303;0.0
2015022304;0.0
2015022305;0.0
2015022306;0.5
2015022307;0.1
2015022308;0.4
2015022309;0.0
2015022310;0.0
2015022311;0.0
2015022312;0.0
2015022313;0.0
2015022314;0.0
2015022315;0.0
2015022316;0.0
2015022317;0.0
2015022318;0.0
2015022319;0.0
2015022320;0.0
2015022321;0.0
2015022322;0.0
2015022323;0.3
2015022400;0.3
2015022401;0.0
2015022402;0.0
2015022403;0.0
2015022404;0.0
2015022405;0.0
2015022406;0.0
2015022407;0.0
2015022408;0.0
2015022409;0.0
2015022410;0.0
2015022411;0.0
2015022412;0.0
2015022413;0.0
2015022414;0.0
2015022415;0.2
2015022416;1.3
2015022417;0.0
2015022418;0.0
2015022419;0.0
2015022420;0.0
2015022421;0.0
2015022422;0.0
2015022423;0.0
2015022500;0.0
2015022501;0.0
2015022502;0.0
2015022503;0.0
2015022504;0.0
2015022505;0.0
2015022506;0.0
2015022507;0.0
2015022508;0.0
2015022509;0.0
2015022510;0.0
2015022511;0.0
2015022512;0.0
2015022513;0.0
2015022514;0.0
2015022515;0.0
2015022516;0.0
2015022517;0.0
2015022518;0.0
2015022519;0.0
2015022520;0.1
2015022521;0.4
2015022522;0.3
2015022523;0.3
2015022600;0.0
2015022601;0.0
2015022602;0.0
2015022603;0.0
2015022604;0.0
2015022605;0.0
2015022606;0.0
2015022607;0.0
2015022608;0.0
2015022609;0.0
2015022610;0.0
2015022611;0.0
2015022612;0.0
2015022613;0.0
2015022614;0.0
2015022615;0.0
2015022616;0.0
2015022617;0.0
2015022618;0.0
2015022619;0.0
2015022620;0.0
2015022621;0.0
2015022622;0.0
2015022623;0.0
2015022700;0.0
2015022701;0.0
2015022702;0.2
2015022703;0.0
2015022704;0.4
2015022705;0.1
2015022706;0.1
2015022707;1.1
2015022708;1.0
2015022709;0.4
2015022710;0.3
2015022711;0.5
2015022712;0.4
2015022713;0.3
2015022714;0.5
2015022715;0.8
2015022716;0.6
2015022717;0.0
2015022718;0.0
2015022719;0.0
2015022720;0.0
2015022721;0.0
2015022722;0.0
2015022723;0.0
2015022800;0.0
2015022801;0.0
2015022802;0.0
2015022803;0.0
2015022804;0.0
2015022805;0.0
2015022806;0.0
2015022807;0.0
2015022808;0.0
2015022809;0.0
2015022810;0.0
2015022811;0.0
2015022812;0.0
2015022813;0.0
2015022814;0.0
2015022815;0.0
2015022816;0.0
2015022817;0.0
2015022818;0.0
2015022819;0.0
2015022820;0.0
2015022821;0.0
2015022822;0.0
2015022823;0.0
2015030100;0.0
2015030101;0.0
2015030102;0.0
2015030103;0.0
2015030104;0.0
2015030105;0.4
2015030106;1.4
2015030107;0.9
2015030108;0.6
2015030109;0.0
2015030110;0.1
2015030111;0.0
2015030112;0.0
2015030113;0.3
2015030114;0.1
2015030115;0.3
2015030116;0.1
2015030117;0.1
2015030118;1.0
2015030119;0.1
2015030120;0.0
2015030121;0.0
2015030122;0.0
2015030123;0.0
2015030200;0.0
2015030201;0.0
2015030202;0.0
2015030203;1.8
2015030204;0.0
2015030205;0.0
2015030206;0.6
2015030207;0.0
2015030208;0.0
2015030209;0.0
2015030210;3.0
2015030211;0.9
2015030212;0.1
2015030213;0.2
2015030214;0.1
2015030215;0.0
2015030216;0.0
2015030217;0.0
2015030218;0.0
2015030219;0.0
2015030220;0.1
2015030221;0.0
2015030222;0.0
2015030223;0.0
2015030300;0.8
2015030301;0.0
2015030302;1.6
2015030303;1.4
2015030304;0.0
2015030305;0.0
2015030306;0.0
2015030307;0.0
2015030308;0.0
2015030309;0.0
2015030310;0.0
2015030311;0.0
2015030312;0.0
2015030313;0.0
2015030314;0.0
2015030315;0.0
2015030316;2.5
2015030317;1.9
2015030318;1.1
2015030319;0.0
2015030320;0.0
2015030321;0.0
2015030322;0.0
2015030323;0.0
2015030400;0.0
2015030401;0.1
2015030402;0.0
2015030403;0.2
2015030404;0.2
2015030405;0.0
2015030406;0.0
2015030407;0.0
2015030408;0.0
2015030409;0.0
2015030410;0.2
2015030411;0.0
2015030412;0.1
2015030413;0.5
2015030414;0.2
2015030415;0.3
2015030416;0.4
2015030417;0.2
2015030418;0.4
2015030419;1.4
2015030420;0.5
2015030421;0.4
2015030422;0.0
2015030423;0.0
2015030500;0.0
2015030501;0.0
2015030502;0.0
2015030503;0.0
2015030504;0.0
2015030505;0.0
2015030506;0.0
2015030507;0.0
2015030508;0.0
2015030509;0.0
2015030510;0.0
2015030511;0.0
2015030512;0.0
2015030513;0.0
2015030514;0.0
2015030515;0.0
2015030516;0.0
2015030517;0.0
2015030518;0.0
2015030519;0.0
2015030520;0.0
2015030521;0.0
2015030522;0.0
2015030523;0.0
2015030600;0.0
2015030601;0.0
2015030602;0.0
2015030603;0.0
2015030604;0.0
2015030605;0.0
2015030606;0.0
2015030607;0.0
2015030608;0.0
2015030609;0.0
2015030610;0.0
2015030611;0.0
2015030612;0.0
2015030613;0.0
2015030614;0.0
2015030615;0.0
