MESS_DATUM;R1
2016010820;0.0
2016010821;0.0
2016010822;0.0
2016010823;0.0
2016010900;0.0
2016010901;0.0
2016010902;0.0
2016010903;0.0
2016010904;0.0
2016010905;0.0
2016010906;0.0
2016010907;0.0
2016010908;0.0
2016010909;0.0
2016010910;0.0
2016010911;0.0
2016010912;0.0
2016010913;0.0
2016010914;0.0
2016010915;0.0
2016010916;0.0
2016010917;0.0
2016010918;0.0
2016010919;0.0
2016010920;0.0
2016010921;0.0
2016010922;0.0
2016010923;0.0
2016011000;0.0
2016011001;0.0
2016011002;0.0
2016011003;0.0
2016011004;0.0
2016011005;0.0
2016011006;0.0
2016011007;0.0
2016011008;0.0
2016011009;1.5
2016011010;1.2
2016011011;1.8
2016011012;1.0
2016011013;0.2
2016011014;0.0
2016011015;0.0
2016011016;0.0
2016011017;0.0
2016011018;0.0
2016011019;0.0
2016011020;0.0
2016011021;0.0
2016011022;0.0
2016011023;0.0
2016011100;0.0
2016011101;0.0
2016011102;0.0
2016011103;0.1
2016011104;0.0
2016011105;0.0
2016011106;0.0
2016011107;0.0
2016011108;0.0
2016011109;0.0
2016011110;0.0
2016011111;0.0
2016011112;0.0
2016011113;0.0
2016011114;0.0
2016011115;0.0
2016011116;0.0
2016011117;0.0
2016011118;0.0
2016011119;0.2
2016011120;0.6
2016011121;1.3
2016011122;1.6
2016011123;0.3
2016011200;0.2
2016011201;0.0
2016011202;0.0
2016011203;0.0
2016011204;0.0
2016011205;0.1
2016011206;0.1
2016011207;0.0
2016011208;0.1
2016011209;0.0
2016011210;0.2
2016011211;0.0
2016011212;0.0
2016011213;0.0
2016011214;0.0
2016011215;0.0
2016011216;0.0
2016011217;0.0
2016011218;0.0
2016011219;0.0
2016011220;0.0
2016011221;0.0
2016011222;0.0
2016011223;0.0
2016011300;0.0
2016011301;0.0
2016011302;0.0
2016011303;0.2
2016011304;0.1
2016011305;0.1
2016011306;0.0
2016011307;0.0
2016011308;0.0
2016011309;0.0
2016011310;0.0
2016011311;0.0
2016011312;0.0
2016011313;0.0
2016011314;0.0
2016011315;0.0
2016011316;0.0
2016011317;0.0
2016011318;0.0
2016011319;0.0
2016011320;0.0
2016011321;0.0
2016011322;0.0
2016011323;0.1
2016011400;0.1
2016011401;0.0
2016011402;0.1
2016011403;0.0
2016011404;0.0
2016011405;0.0
2016011406;0.0
2016011407;0.0
2016011408;0.0
2016011409;0.0
2016011410;0.0
2016011411;0.0
2016011412;0.0
2016011413;0.0
2016011414;0.0
2016011415;0.0
2016011416;0.0
2016011417;0.0
2016011418;0.0
2016011419;0.3
2016011420;1.3
2016011421;0.5
2016011422;0.2
2016011423;0.0
2016011500;0.1
2016011501;0.0
2016011502;0.0
2016011503;0.0
2016011504;0.0
2016011505;0.0
2016011506;0.0
2016011507;0.0
2016011508;0.0
2016011509;0.0
2016011510;0.0
2016011511;0.0
2016011512;0.0
2016011513;0.0
2016011514;0.0
2016011515;0.0
2016011516;0.0
2016011517;0.0
2016011518;0.0
2016011519;0.0
2016011520;0.0
2016011521;0.0
2016011522;0.0
2016011523;0.0
2016011600;0.0
2016011601;0.0
2016011602;0.0
2016011603;0.0
2016011604;0.0
2016011605;0.0
2016011606;0.0
2016011607;0.0
2016011608;0.0
2016011609;0.2
2016011610;0.0
2016011611;0.0
2016011612;0.0
2016011613;0.0
2016011614;0.3
2016011615;0.2
2016011616;0.3
2016011617;0.1
2016011618;0.0
2016011619;0.0
2016011620;0.0
2016011621;0.0
2016011622;0.0
2016011623;0.0
2016011700;0.0
2016011701;0.0
2016011702;0.0
2016011703;0.0
2016011704;0.0
2016011705;0.0
2016011706;0.0
2016011707;0.0
2016011708;0.0
2016011709;0.0
2016011710;0.0
2016011711;0.0
2016011712;0.0
2016011713;0.0
2016011714;0.0
2016011715;0.0
2016011716;0.0
2016011717;0.0
2016011718;0.0
2016011719;0.0
2016011720;0.0
2016011721;0.0
2016011722;0.0
2016011723;0.0
2016011800;0.0
2016011801;0.0
2016011802;0.0
2016011803;0.0
2016011804;0.0
2016011805;0.0
2016011806;0.0
2016011807;0.0
2016011808;0.0
2016011809;0.0
2016011810;0.0
2016011811;0.0
2016011812;0.0
2016011813;0.0
2016011814;0.0
2016011815;0.0
2016011816;0.0
2016011817;0.0
2016011818;0.0
2016011819;0.0
2016011820;0.0
2016011821;0.0
2016011822;0.0
2016011823;0.0
2016011900;0.0
2016011901;0.0
2016011902;0.0
2016011903;0.0
2016011904;0.0
2016011905;0.0
2016011906;0.0
2016011907;0.0
2016011908;0.0
2016011909;0.0
2016011910;0.0
2016011911;0.0
2016011912;0.0
2016011913;0.0
2016011914;0.2
2016011915;0.1
2016011916;0.0
2016011917;0.0
2016011918;0.0
2016011919;0.0
2016011920;0.0
2016011921;0.0
2016011922;0.0
2016011923;0.0
2016012000;0.0
2016012001;0.0
2016012002;0.0
2016012003;0.0
2016012004;0.0
2016012005;0.0
2016012006;0.8
2016012007;0.0
2016012008;0.0
2016012009;0.0
2016012010;0.0
2016012011;0.0
2016012012;0.0
2016012013;0.0
2016012014;0.0
2016012015;0.0
2016012016;0.0
2016012017;0.0
2016012018;0.0
2016012019;0.0
2016012020;0.0
2016012021;0.0
2016012022;0.0
2016012023;0.0
2016012100;0.0
2016012101;0.0
2016012102;0.0
2016012103;0.0
2016012104;0.0
2016012105;0.0
2016012106;0.0
2016012107;0.0
2016012108;0.0
2016012109;0.0
2016012110;0.0
2016012111;0.0
2016012112;0.0
2016012113;0.0
2016012114;0.0
2016012115;0.0
2016012116;0.0
2016012117;0.0
2016012118;0.0
2016012119;0.0
2016012120;0.0
2016012121;0.0
2016012122;0.0
2016012123;0.0
2016012200;0.0
2016012201;0.0
2016012202;0.0
2016012203;0.0
2016012204;0.0
2016012205;0.0
2016012206;0.0
2016012207;0.0
2016012208;0.0
2016012209;0.0
2016012210;0.0
2016012211;0.0
2016012212;0.0
2016012213;0.0
2016012214;0.0
2016012215;0.0
2016012216;0.0
2016012217;0.0
2016012218;0.0
2016012219;0.0
2016012220;0.0
2016012221;0.0
2016012222;0.0
2016012223;0.0
2016012300;0.0
2016012301;0.0
2016012302;1.2
2016012303;0.9
2016012304;1.0
2016012305;0.0
2016012306;0.0
2016012307;0.0
2016012308;0.0
2016012309;0.0
2016012310;0.0
2016012311;0.1
2016012312;0.0
2016012313;0.0
2016012314;0.0
2016012315;0.0
2016012316;0.0
2016012317;0.0
2016012318;0.0
2016012319;0.0
2016012320;0.0
2016012321;0.0
2016012322;0.0
2016012323;0.0
2016012400;0.0
2016012401;0.0
2016012402;0.0
2016012403;0.0
2016012404;0.0
2016012405;0.0
2016012406;0.0
2016012407;0.0
2016012408;0.0
2016012409;0.0
2016012410;0.0
2016012411;0.0
2016012412;0.0
2016012413;0.0
2016012414;0.0
2016012415;0.0
2016012416;0.0
2016012417;0.0
2016012418;0.0
2016012419;0.5
2016012420;0.1
2016012421;0.3
2016012422;0.1
2016012423;0.0
2016012500;0.1
2016012501;0.0
2016012502;0.0
2016012503;0.0
2016012504;0.0
2016012505;0.0
2016012506;0.0
2016012507;0.0
2016012508;0.0
2016012509;0.0
2016012510;0.0
2016012511;0.0
2016012512;0.0
2016012513;0.0
2016012514;0.0
2016012515;0.0
2016012516;0.0
2016012517;0.0
2016012518;0.0
2016012519;0.0
2016012520;0.0
2016012521;0.0
2016012522;0.0
2016012523;0.0
2016012600;0.0
2016012601;0.0
2016012602;0.0
2016012603;0.0
2016012604;0.0
2016012605;0.0
2016012606;0.0
2016012607;0.0
2016012608;0.0
2016012609;0.0
2016012610;0.0
2016012611;0.0
2016012612;0.0
2016012613;0.0
2016012614;0.0
2016012615;0.0
2016012616;0.0
2016012617;0.0
2016012618;0.0
2016012619;0.0
2016012620;0.0
2016012621;0.1
2016012622;0.0
2016012623;0.2
2016012700;1.1
2016012701;0.3
2016012702;0.1
2016012703;0.1
2016012704;0.3
2016012705;0.1
2016012706;0.1
2016012707;0.0
2016012708;0.2
2016012709;0.0
2016012710;0.0
2016012711;0.0
2016012712;0.0
2016012713;0.0
2016012714;0.0
2016012715;0.0
2016012716;0.0
2016012717;0.0
2016012718;0.0
2016012719;0.0
2016012720;0.0
2016012721;0.1
2016012722;0.0
2016012723;0.1
2016012800;0.0
2016012801;0.4
2016012802;2.9
2016012803;0.1
2016012804;0.0
2016012805;0.0
2016012806;0.0
2016012807;0.0
2016012808;0.0
2016012809;0.0
2016012810;0.0
2016012811;0.0
2016012812;0.0
2016012813;0.0
2016012814;0.0
2016012815;0.0
2016012816;0.0
2016012817;0.0
2016012818;0.0
2016012819;0.0
2016012820;0.0
2016012821;0.0
2016012822;0.0
2016012823;0.0
2016012900;0.0
2016012901;0.0
2016012902;0.0
2016012903;0.0
2016012904;0.1
2016012905;0.0
2016012906;0.0
2016012907;0.0
2016012908;0.0
2016012909;0.0
2016012910;0.0
2016012911;0.0
2016012912;0.0
2016012913;0.0
2016012914;0.0
2016012915;0.0
2016012916;0.1
2016012917;0.2
2016012918;0.0
2016012919;0.1
2016012920;0.1
2016012921;0.2
2016012922;0.1
2016012923;0.0
2016013000;0.2
2016013001;0.0
2016013002;0.0
2016013003;0.0
2016013004;0.0
2016013005;0.0
2016013006;0.6
2016013007;1.3
2016013008;1.1
2016013009;1.6
2016013010;1.4
2016013011;2.6
2016013012;0.6
2016013013;0.2
2016013014;0.6
2016013015;1.3
2016013016;2.3
2016013017;0.1
2016013018;0.0
2016013019;0.0
2016013020;0.0
2016013021;0.0
2016013022;0.0
2016013023;0.3
2016013100;0.1
2016013101;1.4
2016013102;1.5
2016013103;0.0
2016013104;0.0
2016013105;0.0
2016013106;0.0
2016013107;0.0
2016013108;0.0
2016013109;0.0
2016013110;0.0
2016013111;0.9
2016013112;0.2
2016013113;0.2
2016013114;0.0
2016013115;0.0
2016013116;0.0
2016013117;0.0
2016013118;0.0
2016013119;0.0
2016013120;0.0
2016013121;0.0
2016013122;0.0
2016013123;0.0
2016020100;0.0
2016020101;0.0
2016020102;0.0
2016020103;0.0
2016020104;0.0
2016020105;0.0
2016020106;0.0
2016020107;0.0
2016020108;0.0
2016020109;0.1
2016020110;0.2
2016020111;0.4
2016020112;0.0
2016020113;0.1
2016020114;0.1
2016020115;0.0
2016020116;0.0
2016020117;0.2
2016020118;0.0
2016020119;0.0
2016020120;0.1
2016020121;0.1
2016020122;3.6
2016020123;2.9
2016020200;4.8
2016020201;0.3
2016020202;0.0
2016020203;0.0
2016020204;0.0
2016020205;0.0
2016020206;0.0
2016020207;0.0
2016020208;0.0
2016020209;0.2
2016020210;0.0
2016020211;0.0
2016020212;0.0
2016020213;0.0
2016020214;0.0
2016020215;0.0
2016020216;0.0
2016020217;0.0
2016020218;0.0
2016020219;0.0
2016020220;0.0
2016020221;0.0
2016020222;0.0
2016020223;0.0
2016020300;0.0
2016020301;0.0
2016020302;0.0
2016020303;0.0
2016020304;0.0
2016020305;0.0
2016020306;0.0
2016020307;0.0
2016020308;0.0
2016020309;0.0
2016020310;0.0
2016020311;0.0
2016020312;0.0
2016020313;0.0
2016020314;0.0
2016020315;0.0
2016020316;0.2
2016020317;0.8
2016020318;0.2
2016020319;0.0
2016020320;0.0
2016020321;0.0
2016020322;0.0
2016020323;0.0
2016020400;0.0
2016020401;0.0
2016020402;0.1
2016020403;0.0
2016020404;0.1
2016020405;0.1
2016020406;0.0
2016020407;0.0
2016020408;0.0
2016020409;0.8
2016020410;0.0
2016020411;1.0
2016020412;0.0
2016020413;0.0
2016020414;0.0
2016020415;0.0
2016020416;0.0
2016020417;0.0
2016020418;0.0
2016020419;0.0
2016020420;0.0
2016020421;0.0
2016020422;0.0
2016020423;0.0
2016020500;0.0
2016020501;0.0
2016020502;0.1
2016020503;0.0
2016020504;0.0
2016020505;0.0
2016020506;0.0
2016020507;0.0
2016020508;0.0
2016020509;0.0
2016020510;0.0
2016020511;0.6
2016020512;0.3
2016020513;0.2
2016020514;0.0
2016020515;0.0
2016020516;0.0
2016020517;0.0
2016020518;0.0
2016020519;0.0
2016020520;0.0
2016020521;0.0
2016020522;0.1
2016020523;0.1
2016020600;0.2
2016020601;0.0
2016020602;0.0
2016020603;0.0
2016020604;0.0
2016020605;0.0
2016020606;0.0
2016020607;0.0
2016020608;0.0
2016020609;0.0
2016020610;0.0
2016020611;0.0
2016020612;0.0
2016020613;0.0
2016020614;0.0
2016020615;0.0
2016020616;0.0
2016020617;0.0
2016020618;0.0
2016020619;0.0
2016020620;0.0
2016020621;0.0
2016020622;0.0
2016020623;0.0
2016020700;0.0
2016020701;0.0
2016020702;0.0
2016020703;0.0
2016020704;0.0
2016020705;0.0
2016020706;0.0
2016020707;0.0
2016020708;0.0
2016020709;0.0
2016020710;0.0
2016020711;0.0
2016020712;0.0
2016020713;0.0
2016020714;0.0
2016020715;0.0
2016020716;0.0
2016020717;0.0
2016020718;0.0
2016020719;0.0
2016020720;0.0
2016020721;0.0
2016020722;0.0
2016020723;0.0
2016020800;0.0
2016020801;0.0
2016020802;0.0
2016020803;0.0
2016020804;0.0
2016020805;0.0
2016020806;0.1
2016020807;0.0
2016020808;0.1
2016020809;0.0
2016020810;0.0
2016020811;0.0
2016020812;0.0
2016020813;0.0
2016020814;0.0
2016020815;0.0
2016020816;2.8
2016020817;0.5
2016020818;0.0
2016020819;0.0
2016020820;0.0
2016020821;0.1
2016020822;0.2
2016020823;0.3
2016020900;0.5
2016020901;0.0
2016020902;0.0
2016020903;0.1
2016020904;1.9
2016020905;1.1
2016020906;0.3
2016020907;0.0
2016020908;0.0
2016020909;0.0
2016020910;0.0
2016020911;0.0
2016020912;0.0
2016020913;0.0
2016020914;0.0
2016020915;0.0
2016020916;0.0
2016020917;0.7
2016020918;2.7
2016020919;3.3
2016020920;1.5
2016020921;0.3
2016020922;0.1
2016020923;2.9
2016021000;2.8
2016021001;1.3
2016021002;0.5
2016021003;0.6
2016021004;0.1
2016021005;0.0
2016021006;0.0
2016021007;0.0
2016021008;0.0
2016021009;0.0
2016021010;0.0
2016021011;0.0
2016021012;0.0
2016021013;0.0
2016021014;0.0
2016021015;0.0
2016021016;0.0
2016021017;0.4
2016021018;0.1
2016021019;0.0
2016021020;0.1
2016021021;0.2
2016021022;1.0
2016021023;0.1
2016021100;0.0
2016021101;0.0
2016021102;0.0
2016021103;0.0
2016021104;1.2
2016021105;2.2
2016021106;1.0
2016021107;0.2
2016021108;0.0
2016021109;0.9
2016021110;0.4
2016021111;0.2
2016021112;0.0
2016021113;0.0
2016021114;0.2
2016021115;0.8
2016021116;0.1
2016021117;0.0
2016021118;0.0
2016021119;0.0
2016021120;0.0
2016021121;0.0
2016021122;0.0
2016021123;0.1
2016021200;0.1
2016021201;0.0
2016021202;0.0
2016021203;0.0
2016021204;0.0
2016021205;0.0
2016021206;0.0
2016021207;0.1
2016021208;0.1
2016021209;0.0
2016021210;0.1
2016021211;0.0
2016021212;0.0
2016021213;0.0
2016021214;0.0
2016021215;0.0
2016021216;0.0
2016021217;0.0
2016021218;0.0
2016021219;0.0
2016021220;0.0
2016021221;0.0
2016021222;0.0
2016021223;0.0
2016021300;0.0
2016021301;0.0
2016021302;0.0
2016021303;0.0
2016021304;0.0
2016021305;0.0
2016021306;0.0
2016021307;0.0
2016021308;0.0
2016021309;0.0
2016021310;0.0
2016021311;0.0
2016021312;0.0
2016021313;0.0
2016021314;0.0
2016021315;0.0
2016021316;0.0
2016021317;0.0
2016021318;0.0
2016021319;0.0
2016021320;0.0
2016021321;0.0
2016021322;0.0
2016021323;0.0
2016021400;0.0
2016021401;0.0
2016021402;0.0
2016021403;0.0
2016021404;0.0
2016021405;0.0
2016021406;0.0
2016021407;0.1
2016021408;0.1
2016021409;0.3
2016021410;0.1
2016021411;0.5
2016021412;0.7
2016021413;0.3
2016021414;0.2
2016021415;1.0
2016021416;1.7
2016021417;1.5
2016021418;1.6
2016021419;1.3
2016021420;1.0
2016021421;0.8
2016021422;1.1
2016021423;1.7
2016021500;1.4
2016021501;1.2
2016021502;0.6
2016021503;0.5
2016021504;0.6
2016021505;0.5
2016021506;0.1
2016021507;0.0
2016021508;0.0
2016021509;0.0
2016021510;0.0
2016021511;0.0
2016021512;0.0
2016021513;0.0
2016021514;0.0
2016021515;0.0
2016021516;0.0
2016021517;0.0
2016021518;0.0
2016021519;0.0
2016021520;0.0
2016021521;0.0
2016021522;0.0
2016021523;0.0
2016021600;0.0
2016021601;0.0
2016021602;0.0
2016021603;0.0
2016021604;0.0
2016021605;0.0
2016021606;0.0
2016021607;0.0
2016021608;0.0
2016021609;0.0
2016021610;0.0
2016021611;0.0
2016021612;0.0
2016021613;0.0
2016021614;0.0
2016021615;0.0
2016021616;0.0
2016021617;0.0
2016021618;0.0
2016021619;0.0
2016021620;0.0
2016021621;0.0
2016021622;0.0
2016021623;0.0
2016021700;0.0
2016021701;0.0
2016021702;0.0
2016021703;0.0
2016021704;0.0
2016021705;0.0
2016021706;0.0
2016021707;0.0
2016021708;0.0
2016021709;0.0
2016021710;0.0
2016021711;0.0
2016021712;0.0
2016021713;0.0
2016021714;0.0
2016021715;0.0
2016021716;0.0
2016021717;0.0
2016021718;0.0
2016021719;0.0
2016021720;0.1
2016021721;0.2
2016021722;0.2
2016021723;0.3
2016021800;0.3
2016021801;0.1
2016021802;0.0
2016021803;0.0
2016021804;0.0
2016021805;0.0
2016021806;0.0
2016021807;0.0
2016021808;0.0
2016021809;0.0
2016021810;0.0
2016021811;0.0
2016021812;0.0
2016021813;0.0
2016021814;0.0
2016021815;0.0
2016021816;0.0
2016021817;0.0
2016021818;0.0
2016021819;0.0
2016021820;0.0
2016021821;0.0
2016021822;0.0
2016021823;0.0
2016021900;0.0
2016021901;0.0
2016021902;0.0
2016021903;0.0
2016021904;0.0
2016021905;0.0
2016021906;0.0
2016021907;0.0
2016021908;0.1
2016021909;0.0
2016021910;0.0
2016021911;0.0
2016021912;0.0
2016021913;0.0
2016021914;0.0
2016021915;0.0
2016021916;0.0
2016021917;0.0
2016021918;0.0
2016021919;0.0
2016021920;0.0
2016021921;0.0
2016021922;0.0
2016021923;0.0
2016022000;0.0
2016022001;0.0
2016022002;0.0
2016022003;0.0
2016022004;0.0
2016022005;0.0
2016022006;0.1
2016022007;0.3
2016022008;0.2
2016022009;0.1
2016022010;0.4
2016022011;0.0
2016022012;0.0
2016022013;0.0
2016022014;0.0
2016022015;2.0
2016022016;1.0
2016022017;0.6
2016022018;0.3
2016022019;0.1
2016022020;0.2
2016022021;0.5
2016022022;0.4
2016022023;1.2
2016022100;0.6
2016022101;0.1
2016022102;0.1
2016022103;0.0
2016022104;0.0
2016022105;0.0
2016022106;0.0
2016022107;0.0
2016022108;0.0
2016022109;0.0
2016022110;0.0
2016022111;0.0
2016022112;0.5
2016022113;1.0
2016022114;0.6
2016022115;0.6
2016022116;0.8
2016022117;0.9
2016022118;1.2
2016022119;0.7
2016022120;1.7
2016022121;1.6
2016022122;0.9
2016022123;2.1
2016022200;2.5
2016022201;3.6
2016022202;2.3
2016022203;1.1
2016022204;1.2
2016022205;0.7
2016022206;0.1
2016022207;0.0
2016022208;0.0
2016022209;0.0
2016022210;0.0
2016022211;0.0
2016022212;0.0
2016022213;0.0
2016022214;0.0
2016022215;0.0
2016022216;0.0
2016022217;0.0
2016022218;0.0
2016022219;0.0
2016022220;0.0
2016022221;0.0
2016022222;0.0
2016022223;0.0
2016022300;0.0
2016022301;0.0
2016022302;0.0
2016022303;0.0
2016022304;0.0
2016022305;0.0
2016022306;0.0
2016022307;0.0
2016022308;0.0
2016022309;0.0
2016022310;0.0
2016022311;0.0
2016022312;0.1
2016022313;0.0
2016022314;0.0
2016022315;0.0
2016022316;0.0
2016022317;0.0
2016022318;0.0
2016022319;0.0
2016022320;0.0
2016022321;0.0
2016022322;0.0
2016022323;0.0
2016022400;0.0
2016022401;0.0
2016022402;0.0
2016022403;0.0
2016022404;0.0
2016022405;0.0
2016022406;0.0
2016022407;0.1
2016022408;0.0
2016022409;0.1
2016022410;0.0
2016022411;0.1
2016022412;0.0
2016022413;0.0
2016022414;0.0
2016022415;0.0
2016022416;0.1
2016022417;0.0
2016022418;0.0
2016022419;0.1
2016022420;0.0
2016022421;0.0
2016022422;0.0
2016022423;0.0
2016022500;0.0
2016022501;0.0
2016022502;0.0
2016022503;0.0
2016022504;0.0
2016022505;0.1
2016022506;0.0
2016022507;0.0
2016022508;0.0
2016022509;0.0
2016022510;0.1
2016022511;0.0
2016022512;0.0
2016022513;0.0
2016022514;0.0
2016022515;0.1
2016022516;0.0
2016022517;0.1
2016022518;0.2
2016022519;0.0
2016022520;0.0
2016022521;0.0
2016022522;0.0
2016022523;0.0
2016022600;0.2
2016022601;0.0
2016022602;0.0
2016022603;0.2
2016022604;0.3
2016022605;0.7
2016022606;0.0
2016022607;0.0
2016022608;0.0
2016022609;0.0
2016022610;0.0
2016022611;0.4
2016022612;0.0
2016022613;0.0
2016022614;0.1
2016022615;0.0
2016022616;0.0
2016022617;0.1
2016022618;0.0
2016022619;0.0
2016022620;0.0
2016022621;0.0
2016022622;0.0
2016022623;0.0
2016022700;0.0
2016022701;0.0
2016022702;0.0
2016022703;0.0
2016022704;0.0
2016022705;0.0
2016022706;0.0
2016022707;0.0
2016022708;0.0
2016022709;0.0
2016022710;0.0
2016022711;0.0
2016022712;0.0
2016022713;0.0
2016022714;0.0
2016022715;0.0
2016022716;0.0
2016022717;0.0
2016022718;0.0
2016022719;0.0
2016022720;0.0
2016022721;0.0
2016022722;0.0
2016022723;0.0
2016022800;0.0
2016022801;0.0
2016022802;0.0
2016022803;0.0
2016022804;0.0
2016022805;0.0
2016022806;0.0
2016022807;0.0
2016022808;0.0
2016022809;0.0
2016022810;0.0
2016022811;0.0
2016022812;0.0
2016022813;0.0
2016022814;0.0
2016022815;0.0
2016022816;0.0
2016022817;0.0
2016022818;0.0
2016022819;0.0
2016022820;0.0
2016022821;0.0
2016022822;0.0
2016022823;0.0
2016022900;0.0
2016022901;0.0
2016022902;0.0
2016022903;0.0
2016022904;0.0
2016022905;0.0
2016022906;0.0
2016022907;0.0
2016022908;0.0
2016022909;0.0
2016022910;0.0
2016022911;0.0
2016022912;0.0
2016022913;0.0
2016022914;0.0
2016022915;0.0
2016022916;0.0
2016022917;0.0
2016022918;0.0
2016022919;0.0
2016022920;0.0
2016022921;0.0
2016022922;0.0
2016022923;0.0
2016030100;0.0
2016030101;0.0
2016030102;0.0
2016030103;0.0
2016030104;0.0
2016030105;0.0
2016030106;0.0
2016030107;0.0
2016030108;0.0
2016030109;0.0
2016030110;0.0
2016030111;0.0
2016030112;0.0
2016030113;0.0
2016030114;0.0
2016030115;0.0
2016030116;0.0
2016030117;0.0
2016030118;0.0
2016030119;0.1
2016030120;0.3
2016030121;0.6
2016030122;0.2
2016030123;0.2
2016030200;0.8
2016030201;0.0
2016030202;0.1
2016030203;0.0
2016030204;0.0
2016030205;0.1
2016030206;0.0
2016030207;0.2
2016030208;0.0
2016030209;0.0
2016030210;0.0
2016030211;0.0
2016030212;0.0
2016030213;1.6
2016030214;1.4
2016030215;0.1
2016030216;0.0
2016030217;0.0
2016030218;0.0
2016030219;0.0
2016030220;0.0
2016030221;0.0
2016030222;0.0
2016030223;0.0
2016030300;0.0
2016030301;0.0
2016030302;0.0
2016030303;0.0
2016030304;0.0
2016030305;0.0
2016030306;0.0
2016030307;0.0
2016030308;0.0
2016030309;0.0
2016030310;0.0
2016030311;0.0
2016030312;0.0
2016030313;0.0
2016030314;0.0
2016030315;0.0
2016030316;0.0
2016030317;1.8
2016030318;0.0
2016030319;0.0
2016030320;0.0
2016030321;0.0
2016030322;0.0
2016030323;0.0
2016030400;0.0
2016030401;0.0
2016030402;0.0
2016030403;0.0
2016030404;0.0
2016030405;0.0
2016030406;0.0
2016030407;0.0
2016030408;0.0
2016030409;0.0
2016030410;0.0
2016030411;0.0
2016030412;0.0
2016030413;0.0
2016030414;0.0
2016030415;0.0
2016030416;0.0
2016030417;0.0
2016030418;0.0
2016030419;0.0
2016030420;0.0
2016030421;0.0
2016030422;0.0
2016030423;0.0
2016030500;0.0
2016030501;0.0
2016030502;1.0
2016030503;1.6
2016030504;0.5
2016030505;0.1
2016030506;0.0
2016030507;0.0
2016030508;0.0
2016030509;0.0
2016030510;0.4
2016030511;1.2
2016030512;0.5
2016030513;0.1
2016030514;0.2
2016030515;0.4
2016030516;0.0
2016030517;0.0
2016030518;0.0
2016030519;0.0
2016030520;0.0
2016030521;0.0
2016030522;0.1
2016030523;0.0
2016030600;0.0
2016030601;0.0
2016030602;0.0
2016030603;0.0
2016030604;0.0
2016030605;0.0
2016030606;0.0
2016030607;0.0
2016030608;0.0
2016030609;0.0
2016030610;0.0
2016030611;0.0
2016030612;0.0
2016030613;0.0
2016030614;0.0
2016030615;0.0
2016030616;0.0
2016030617;0.0
2016030618;0.0
2016030619;0.0
2016030620;0.0
2016030621;0.0
2016030622;0.0
2016030623;0.0
2016030700;0.0
2016030701;0.0
2016030702;0.0
2016030703;0.0
2016030704;0.0
2016030705;0.0
2016030706;0.0
2016030707;0.0
2016030708;0.0
2016030709;0.0
2016030710;0.0
2016030711;0.0
2016030712;0.0
2016030713;0.0
2016030714;0.0
2016030715;0.0
2016030716;0.0
2016030717;0.0
2016030718;0.0
2016030719;0.0
2016030720;0.0
2016030721;0.0
2016030722;0.0
2016030723;0.0
2016030800;0.0
2016030801;0.0
2016030802;0.0
2016030803;0.0
2016030804;0.0
2016030805;0.0
2016030806;0.0
2016030807;0.0
2016030808;0.0
2016030809;0.0
2016030810;0.0
2016030811;0.0
2016030812;0.0
2016030813;0.0
2016030814;0.0
2016030815;0.0
2016030816;1.0
2016030817;0.0
2016030818;0.0
2016030819;0.0
2016030820;0.0
2016030821;0.0
2016030822;0.0
2016030823;0.0
2016030900;0.0
2016030901;0.0
2016030902;0.0
2016030903;0.0
2016030904;0.0
2016030905;0.0
2016030906;0.0
2016030907;0.0
2016030908;0.0
2016030909;0.0
2016030910;0.0
2016030911;0.0
2016030912;0.0
2016030913;0.0
2016030914;0.0
2016030915;0.0
2016030916;0.0
2016030917;0.0
2016030918;0.0
2016030919;0.0
2016030920;0.0
2016030921;0.0
2016030922;0.0
2016030923;0.0
2016031000;0.0
2016031001;0.0
2016031002;0.0
2016031003;0.0
2016031004;0.0
2016031005;0.0
2016031006;0.0
2016031007;0.0
2016031008;0.0
2016031009;0.0
2016031010;0.0
2016031011;0.0
2016031012;0.0
2016031013;0.0
2016031014;0.0
2016031015;0.0
2016031016;0.0
2016031017;0.0
2016031018;0.0
2016031019;0.0
2016031020;0.0
2016031021;0.0
2016031022;0.0
2016031023;0.0
2016031100;0.0
2016031101;0.0
2016031102;0.0
2016031103;0.0
2016031104;0.0
2016031105;0.0
2016031106;0.0
2016031107;0.0
2016031108;0.0
2016031109;0.0
2016031110;0.0
2016031111;0.0
2016031112;0.0
2016031113;0.0
2016031114;0.0
2016031115;0.0
2016031116;0.0
2016031117;0.0
2016031118;0.0
2016031119;0.0
2016031120;0.0
2016031121;0.0
2016031122;0.0
2016031123;0.0
2016031200;0.0
2016031201;0.0
2016031202;0.0
2016031203;0.0
2016031204;0.0
2016031205;0.0
2016031206;0.0
2016031207;0.0
2016031208;0.0
2016031209;0.0
2016031210;0.0
2016031211;0.0
2016031212;0.0
2016031213;0.0
2016031214;0.0
2016031215;0.0
2016031216;0.0
2016031217;0.0
2016031218;0.0
2016031219;0.0
2016031220;0.0
2016031221;0.0
2016031222;0.0
2016031223;0.0
2016031300;0.0
2016031301;0.0
2016031302;0.0
2016031303;0.0
2016031304;0.0
2016031305;0.0
2016031306;0.0
2016031307;0.0
2016031308;0.0
2016031309;0.0
2016031310;0.0
2016031311;0.0
2016031312;0.0
2016031313;0.0
