MESS_DATUM;F;D
2023061700;1.5;310
2023061701;2.4;310
2023061702;2.3;320
2023061703;2.0;290
2023061704;1.9;300
2023061705;2.2;290
2023061706;2.4;310
2023061707;1.9;290
2023061708;2.0;330
2023061709;1.7;330
2023061710;1.9;270
2023061711;1.7;310
2023061712;1.9;350
2023061713;2.7;280
2023061714;3.1;20
2023061715;1.5;210
2023061716;2.5;210
2023061717;1.8;210
2023061718;3.0;320
2023061719;2.4;340
2023061720;2.0;10
2023061721;1.7;10
2023061722;1.2;310
2023061723;0.5;360
2023061800;0.6;320
2023061801;0.7;300
2023061802;1.1;330
2023061803;0.9;350
2023061804;0.8;300
2023061805;0.6;20
2023061806;0.8;340
2023061807;0.7;20
2023061808;1.0;250
2023061809;1.4;360
2023061810;1.8;320
2023061811;2.2;330
2023061812;2.7;330
2023061813;2.9;340
2023061814;2.9;330
2023061815;2.4;330
2023061816;1.8;280
2023061817;1.8;260
2023061818;2.4;360
2023061819;3.2;70
2023061820;3.6;90
2023061821;3.0;80
2023061822;3.1;80
2023061823;3.1;90
2023061900;2.7;80
2023061901;2.9;80
2023061902;4.0;90
2023061903;3.5;110
2023061904;3.1;100
2023061905;3.1;110
2023061906;2.5;100
2023061907;2.6;120
2023061908;3.3;90
2023061909;3.0;120
2023061910;3.1;140
2023061911;4.0;150
2023061912;3.7;190
2023061913;4.4;240
2023061914;5.4;270
2023061915;6.2;310
2023061916;5.7;320
2023061917;4.1;320
2023061918;4.1;320
2023061919;5.1;320
2023061920;3.7;330
2023061921;2.8;330
2023061922;2.0;320
2023061923;1.2;320
2023062000;0.7;340
2023062001;1.0;340
2023062002;0.7;20
2023062003;0.9;360
2023062004;1.0;340
2023062005;1.0;50
2023062006;2.1;60
2023062007;2.2;60
2023062008;2.5;90
2023062009;2.6;80
2023062010;2.3;80
2023062011;3.3;110
2023062012;3.9;130
2023062013;3.4;100
2023062014;3.6;110
2023062015;3.7;90
2023062016;4.4;100
2023062017;4.7;90
2023062018;4.4;90
2023062019;4.3;70
2023062020;4.2;60
2023062021;3.8;70
2023062022;3.7;70
2023062023;3.5;80
2023062100;3.7;250
2023062101;3.1;110
2023062102;2.2;160
2023062103;2.4;190
2023062104;2.1;200
2023062105;2.6;230
2023062106;4.5;250
2023062107;3.5;260
2023062108;4.5;250
2023062109;5.4;260
2023062110;6.2;260
2023062111;6.0;260
2023062112;6.1;260
2023062113;6.0;290
2023062114;6.5;300
2023062115;6.2;310
2023062116;5.5;310
2023062117;5.3;310
2023062118;4.7;310
2023062119;3.7;310
2023062120;2.7;320
2023062121;1.9;320
2023062122;1.4;330
2023062123;1.0;310
2023062200;0.8;320
2023062201;0.7;310
2023062202;0.9;340
2023062203;1.0;340
2023062204;0.8;340
2023062205;1.0;60
2023062206;1.6;60
2023062207;1.9;70
2023062208;1.9;80
2023062209;2.0;100
2023062210;2.0;100
2023062211;2.3;80
2023062212;2.6;80
2023062213;3.0;60
2023062214;2.7;100
2023062215;4.3;80
2023062216;4.3;90
2023062217;5.9;70
2023062218;5.6;60
2023062219;5.6;70
2023062220;5.3;60
2023062221;3.5;50
2023062222;2.0;30
2023062223;3.5;20
2023062300;2.4;20
2023062301;3.6;30
2023062302;3.8;50
2023062303;4.0;50
2023062304;2.4;360
2023062305;2.0;20
2023062306;2.4;330
2023062307;2.7;330
2023062308;2.9;340
2023062309;3.5;330
2023062310;3.1;320
2023062311;3.3;310
2023062312;2.8;300
2023062313;3.4;300
2023062314;3.8;290
2023062315;5.5;300
2023062316;6.1;290
2023062317;6.2;300
2023062318;5.3;290
2023062319;5.1;290
2023062320;4.4;290
2023062321;3.8;290
2023062322;3.8;280
2023062323;3.6;280
2023062400;2.6;290
2023062401;0.9;320
2023062402;0.8;320
2023062403;0.6;300
2023062404;0.4;230
2023062405;0.6;260
2023062406;1.4;250
2023062407;2.4;290
2023062408;2.0;280
2023062409;2.4;260
2023062410;2.9;250
2023062411;3.1;250
2023062412;3.7;270
2023062413;3.4;260
2023062414;3.8;270
2023062415;4.1;290
2023062416;3.9;310
2023062417;4.0;300
2023062418;3.4;310
2023062419;2.7;310
2023062420;1.5;290
2023062421;1.0;280
2023062422;1.4;300
2023062423;1.4;320
2023062500;1.4;320
2023062501;0.6;320
2023062502;0.6;330
2023062503;0.4;330
2023062504;0.8;320
2023062505;0.5;10
2023062506;1.3;60
2023062507;1.4;110
2023062508;1.3;170
2023062509;2.1;210
2023062510;2.3;230
2023062511;2.4;250
2023062512;2.6;310
2023062513;2.3;300
2023062514;1.5;320
2023062515;1.5;240
2023062516;1.5;90
2023062517;3.1;100
2023062518;2.7;90
2023062519;3.1;90
2023062520;3.0;100
2023062521;3.2;90
2023062522;2.7;70
2023062523;1.5;80
2023062600;1.2;80
2023062601;1.2;80
2023062602;2.6;120
2023062603;2.7;130
2023062604;2.6;140
2023062605;2.8;140
2023062606;3.6;160
2023062607;3.9;150
2023062608;4.9;160
2023062609;4.7;180
2023062610;6.8;260
2023062611;7.1;290
2023062612;6.6;280
2023062613;8.5;290
2023062614;8.8;300
2023062615;8.9;300
2023062616;8.5;290
2023062617;8.2;300
2023062618;7.1;290
2023062619;6.2;290
2023062620;5.2;290
2023062621;4.4;280
2023062622;4.3;280
2023062623;4.0;270
2023062700;3.3;260
2023062701;3.3;260
2023062702;3.5;250
2023062703;4.1;250
2023062704;2.9;280
2023062705;2.6;280
2023062706;3.6;260
2023062707;4.0;250
2023062708;4.3;270
2023062709;3.6;260
2023062710;4.0;270
2023062711;7.2;290
2023062712;9.1;290
2023062713;8.2;280
2023062714;7.4;290
2023062715;7.5;300
2023062716;8.4;310
2023062717;7.3;290
2023062718;7.0;290
2023062719;5.9;300
2023062720;4.9;290
2023062721;3.9;290
2023062722;3.0;280
2023062723;2.6;260
2023062800;2.8;270
2023062801;2.4;270
2023062802;1.6;260
2023062803;2.3;260
2023062804;3.2;260
2023062805;3.2;270
2023062806;3.7;280
2023062807;4.5;290
2023062808;4.3;290
2023062809;4.3;300
2023062810;4.5;280
2023062811;4.1;290
2023062812;5.2;290
2023062813;4.6;280
2023062814;4.7;290
2023062815;4.7;290
2023062816;4.2;270
2023062817;3.6;270
2023062818;3.1;260
2023062819;3.0;270
2023062820;2.5;280
2023062821;1.5;270
2023062822;1.0;260
2023062823;1.4;220
2023062900;1.3;240
2023062901;1.2;230
2023062902;1.7;230
2023062903;1.3;220
2023062904;1.8;220
2023062905;1.7;230
2023062906;2.5;220
2023062907;2.5;220
2023062908;2.4;220
2023062909;3.0;220
2023062910;3.6;220
2023062911;4.4;230
2023062912;4.9;230
2023062913;4.5;230
2023062914;3.7;210
2023062915;3.5;190
2023062916;3.8;180
2023062917;3.9;190
2023062918;6.0;220
2023062919;5.4;230
2023062920;2.5;230
2023062921;2.5;250
2023062922;2.2;260
2023062923;2.3;260
2023063000;2.9;270
2023063001;3.0;280
2023063002;2.0;260
2023063003;1.9;250
2023063004;2.4;270
2023063005;3.6;320
2023063006;2.2;300
2023063007;3.0;310
2023063008;2.5;320
2023063009;3.1;320
2023063010;3.7;310
2023063011;3.2;310
2023063012;2.7;310
2023063013;3.0;290
2023063014;4.1;300
2023063015;4.3;300
2023063016;3.8;290
2023063017;4.9;310
2023063018;4.9;310
2023063019;3.8;320
2023063020;1.2;340
2023063021;0.6;330
2023063022;0.6;100
2023063023;2.9;150
2023070100;3.7;160
2023070101;4.7;170
2023070102;4.4;170
2023070103;4.4;170
2023070104;4.6;190
2023070105;4.6;200
2023070106;4.7;210
2023070107;4.1;200
2023070108;6.1;190
2023070109;6.3;210
2023070110;5.8;200
2023070111;5.6;210
2023070112;5.6;210
2023070113;6.8;210
2023070114;6.9;210
2023070115;6.3;220
2023070116;5.9;220
2023070117;5.4;220
2023070118;5.5;230
2023070119;3.8;280
2023070120;2.6;260
2023070121;3.4;250
2023070122;4.2;250
2023070123;4.1;240
2023070200;3.2;250
2023070201;3.6;230
2023070202;4.1;230
2023070203;5.5;230
2023070204;5.8;230
2023070205;5.6;240
2023070206;5.9;240
2023070207;6.6;250
2023070208;7.0;260
2023070209;7.7;260
2023070210;7.9;260
2023070211;8.5;250
2023070212;8.3;250
2023070213;7.2;280
2023070214;10.2;270
2023070215;9.0;270
2023070216;8.8;280
2023070217;8.6;280
2023070218;7.6;270
2023070219;7.6;260
2023070220;5.9;250
2023070221;5.4;250
2023070222;5.1;250
2023070223;4.8;230
2023070300;4.8;230
2023070301;4.7;230
2023070302;5.3;230
2023070303;5.4;230
2023070304;4.8;230
2023070305;5.2;230
2023070306;6.5;230
2023070307;7.6;240
2023070308;7.3;250
2023070309;7.0;260
2023070310;7.7;250
2023070311;6.5;270
2023070312;5.8;250
2023070313;6.1;260
2023070314;4.9;260
2023070315;3.3;250
2023070316;3.7;250
2023070317;5.8;230
2023070318;5.0;220
2023070319;4.4;220
2023070320;4.3;220
2023070321;3.4;220
2023070322;3.3;180
2023070323;3.8;200
2023070400;6.1;230
2023070401;6.0;220
2023070402;5.8;240
2023070403;5.2;240
2023070404;5.1;230
2023070405;5.2;240
2023070406;5.6;240
2023070407;6.1;240
2023070408;6.2;240
2023070409;6.5;240
2023070410;7.3;230
2023070411;8.3;240
2023070412;8.5;280
2023070413;6.5;300
2023070414;4.8;280
2023070415;5.3;230
2023070416;4.1;220
2023070417;3.2;240
2023070418;3.2;240
2023070419;1.4;230
2023070420;0.7;210
2023070421;0.9;80
2023070422;1.6;70
2023070423;2.4;100
2023070500;1.9;90
2023070501;1.8;110
2023070502;3.2;130
2023070503;4.2;120
2023070504;5.3;110
2023070505;4.5;120
2023070506;6.5;120
2023070507;7.4;130
2023070508;6.5;150
2023070509;5.7;150
2023070510;8.4;200
2023070511;10.2;210
2023070512;12.3;200
2023070513;11.9;210
2023070514;12.6;210
2023070515;11.9;210
2023070516;12.0;220
2023070517;11.5;230
2023070518;11.2;230
2023070519;10.4;230
2023070520;9.4;240
2023070521;7.4;240
2023070522;6.9;230
2023070523;6.7;240
2023070600;6.1;230
2023070601;5.7;230
2023070602;4.7;230
2023070603;3.8;220
2023070604;3.7;220
2023070605;4.1;220
2023070606;4.9;230
2023070607;4.7;230
2023070608;4.8;250
2023070609;5.6;250
2023070610;5.6;250
2023070611;5.8;230
2023070612;4.4;250
2023070613;4.0;270
2023070614;2.7;270
2023070615;4.9;250
2023070616;3.3;280
2023070617;3.6;310
2023070618;2.9;310
2023070619;2.3;330
2023070620;0.8;340
2023070621;0.7;330
2023070622;0.8;60
2023070623;0.6;50
2023070700;1.4;90
2023070701;1.3;100
2023070702;1.4;120
2023070703;0.8;140
2023070704;1.2;80
2023070705;1.0;130
2023070706;2.0;160
2023070707;2.3;170
2023070708;2.4;200
2023070709;2.8;220
2023070710;4.1;240
2023070711;4.3;230
2023070712;3.4;230
2023070713;3.3;220
2023070714;2.9;250
2023070715;2.9;270
2023070716;3.6;330
2023070717;3.3;330
2023070718;3.8;330
2023070719;3.6;350
2023070720;3.2;10
2023070721;2.8;30
2023070722;2.0;50
2023070723;1.3;40
2023070800;0.9;50
2023070801;0.8;30
2023070802;0.8;40
2023070803;1.3;60
2023070804;1.7;70
2023070805;2.0;70
2023070806;1.9;80
2023070807;3.7;90
2023070808;4.4;100
2023070809;3.8;90
2023070810;4.0;90
2023070811;3.9;90
2023070812;4.3;90
2023070813;3.1;80
2023070814;3.4;90
2023070815;3.4;80
2023070816;3.7;60
2023070817;5.8;60
2023070818;5.0;50
2023070819;4.8;60
2023070820;4.5;60
2023070821;3.7;60
2023070822;3.3;70
2023070823;3.5;80
2023070900;3.3;90
2023070901;3.7;100
2023070902;3.9;100
2023070903;3.6;100
2023070904;3.0;100
2023070905;2.8;100
2023070906;3.0;110
2023070907;3.9;120
2023070908;3.8;120
2023070909;3.8;110
2023070910;3.5;100
2023070911;3.8;100
2023070912;4.1;110
2023070913;4.6;120
2023070914;4.8;120
2023070915;4.4;110
2023070916;4.3;100
2023070917;4.4;90
2023070918;3.4;80
2023070919;3.8;60
2023070920;3.6;60
2023070921;6.8;280
2023070922;5.7;290
2023070923;3.0;30
2023071000;2.9;50
2023071001;2.1;90
2023071002;2.5;130
2023071003;2.0;170
2023071004;2.0;260
2023071005;2.2;330
2023071006;1.0;70
2023071007;2.1;270
2023071008;3.3;280
2023071009;4.8;280
2023071010;5.8;290
2023071011;7.2;290
2023071012;6.4;290
2023071013;6.5;280
2023071014;7.4;280
2023071015;6.3;300
2023071016;6.3;300
2023071017;5.0;300
2023071018;4.6;290
2023071019;3.9;300
2023071020;3.7;320
2023071021;1.9;310
2023071022;0.4;350
2023071023;0.6;330
2023071100;0.5;340
2023071101;0.6;30
2023071102;0.9;70
2023071103;1.4;120
2023071104;1.7;100
2023071105;3.3;140
2023071106;4.0;150
2023071107;5.5;150
2023071108;6.4;170
2023071109;6.4;180
2023071110;7.0;180
2023071111;7.8;170
2023071112;7.0;170
2023071113;6.9;170
2023071114;5.5;190
2023071115;6.3;220
2023071116;5.4;230
2023071117;5.4;220
2023071118;2.0;240
2023071119;1.8;190
2023071120;3.7;290
2023071121;2.9;330
2023071122;2.0;10
2023071123;2.5;30
2023071200;2.7;40
2023071201;3.4;330
2023071202;6.3;330
2023071203;5.5;310
2023071204;2.8;90
2023071205;2.3;240
2023071206;3.0;260
2023071207;3.9;250
2023071208;5.5;250
2023071209;6.4;250
2023071210;7.4;240
2023071211;7.5;250
2023071212;6.4;250
2023071213;7.2;260
2023071214;4.8;280
2023071215;3.2;250
2023071216;3.7;260
2023071217;3.2;220
2023071218;2.4;240
2023071219;2.4;240
2023071220;2.2;240
2023071221;2.3;230
2023071222;0.9;230
2023071223;2.3;220
2023071300;1.9;210
2023071301;0.7;120
2023071302;1.0;160
2023071303;2.3;210
2023071304;2.8;210
2023071305;3.5;210
2023071306;4.5;230
2023071307;4.3;240
2023071308;4.3;240
2023071309;5.6;250
2023071310;6.4;240
2023071311;5.9;240
2023071312;6.4;270
2023071313;6.2;300
2023071314;3.8;250
2023071315;5.0;250
2023071316;4.7;260
2023071317;5.1;280
2023071318;5.0;250
2023071319;3.9;240
2023071320;3.2;240
2023071321;2.9;240
2023071322;2.5;240
2023071323;2.0;230
2023071400;2.2;230
2023071401;2.3;230
2023071402;2.0;220
2023071403;0.7;210
2023071404;1.8;210
2023071405;1.7;220
2023071406;1.9;220
2023071407;2.3;220
2023071408;2.3;220
2023071409;2.8;220
2023071410;2.9;230
2023071411;2.9;230
2023071412;2.8;200
2023071413;3.2;150
2023071414;3.1;160
2023071415;4.4;170
2023071416;4.1;170
2023071417;3.1;160
2023071418;3.4;130
2023071419;3.1;120
2023071420;2.8;100
2023071421;2.7;100
2023071422;3.6;110
2023071423;3.9;130
2023071500;4.6;120
2023071501;5.3;120
2023071502;4.1;120
2023071503;4.6;130
2023071504;3.8;130
2023071505;4.5;140
2023071506;6.2;150
2023071507;5.1;160
2023071508;5.2;170
2023071509;5.2;180
2023071510;5.8;170
2023071511;5.6;180
2023071512;8.0;210
2023071513;10.3;210
2023071514;9.8;210
2023071515;7.8;200
2023071516;6.4;210
2023071517;5.7;200
2023071518;6.1;190
2023071519;6.5;180
2023071520;5.2;180
2023071521;3.1;200
2023071522;4.3;240
2023071523;7.0;280
2023071600;2.0;290
2023071601;2.1;230
2023071602;2.9;190
2023071603;3.6;220
2023071604;3.5;220
2023071605;4.1;210
2023071606;5.9;210
2023071607;7.5;220
2023071608;8.7;220
2023071609;9.0;220
2023071610;10.4;220
2023071611;11.0;220
2023071612;10.2;220
2023071613;10.2;230
2023071614;9.4;230
2023071615;8.3;230
2023071616;9.0;230
2023071617;6.8;240
2023071618;5.4;230
2023071619;4.2;240
2023071620;2.6;230
2023071621;2.2;240
2023071622;1.5;230
2023071623;1.6;220
2023071700;3.1;210
2023071701;2.8;220
2023071702;2.5;220
2023071703;2.8;220
2023071704;4.7;210
2023071705;4.1;230
2023071706;4.8;230
2023071707;5.3;220
2023071708;6.5;240
2023071709;7.0;240
2023071710;8.4;240
2023071711;8.0;240
2023071712;7.8;240
2023071713;8.3;290
2023071714;5.7;260
2023071715;5.3;230
2023071716;5.8;230
2023071717;4.8;300
2023071718;1.8;340
2023071719;2.8;230
2023071720;3.4;230
2023071721;3.4;230
2023071722;2.8;230
2023071723;2.5;230
2023071800;3.2;230
2023071801;2.8;220
2023071802;2.4;230
2023071803;2.9;220
2023071804;2.7;220
2023071805;2.8;230
2023071806;3.6;230
2023071807;4.0;230
2023071808;4.5;230
2023071809;5.0;230
2023071810;4.2;250
2023071811;5.1;250
2023071812;4.9;260
2023071813;4.5;290
2023071814;4.1;280
2023071815;3.9;280
2023071816;4.3;280
2023071817;2.9;320
2023071818;1.4;350
2023071819;1.0;310
2023071820;1.0;320
2023071821;1.0;320
2023071822;0.9;320
2023071823;1.1;330
2023071900;0.8;330
2023071901;0.4;280
2023071902;2.2;330
2023071903;2.4;360
2023071904;1.9;40
2023071905;1.9;40
2023071906;2.0;40
2023071907;2.0;60
2023071908;2.5;80
2023071909;2.0;70
2023071910;2.3;60
2023071911;1.8;80
2023071912;1.9;60
2023071913;1.4;50
