Date;Open;High;Low;Last;Volume;Status
24.03.2020;27,72;28,65;26,69;27,15;198906;0
25.03.2020;27,8;28,29;25,68;27,39;154936;0
26.03.2020;27,35;27,75;26,03;26,34;139178;0
27.03.2020;26,68;27;24,13;24,93;112739;0
30.03.2020;23,85;24,44;21,65;22,76;62080;0
31.03.2020;23;23,87;22,59;22,74;14774;0
01.04.2020;25,99;26,28;24,52;24,74;347286;0
02.04.2020;25,61;36,29;25,45;29,94;612268;0
03.04.2020;29,89;35;28,25;34,11;541275;0
06.04.2020;31,76;34,24;30,03;33,05;296072;0
07.04.2020;33,66;34,18;31,74;31,87;303419;0
08.04.2020;32,63;33,87;31,54;32,84;320612;0
09.04.2020;33,82;36,4;31,18;31,48;492998;0
13.04.2020;33,99;33,99;30,63;31,74;223294;0
14.04.2020;32,25;32,32;29,38;29,6;297548;0
15.04.2020;30,26;30,33;27,16;27,69;284337;0
16.04.2020;28,05;29;27,2;27,82;272978;0
17.04.2020;28,66;28,93;27,58;28,08;286171;0
20.04.2020;28,05;28,25;25,37;25,57;361825;0
21.04.2020;26,33;26,5;17,51;19,33;637214;0
22.04.2020;20,23;22,45;15,98;20,37;344764;0
23.04.2020;20,89;23,22;20,07;21,33;256303;0
24.04.2020;21,93;22,7;20,5;21,44;186999;0
27.04.2020;21,55;21,91;19,11;19,99;162388;0
28.04.2020;19,9;21,29;18,73;20,46;123224;0
29.04.2020;20,66;23,88;20,53;22,54;86548;0
30.04.2020;22,87;25,76;22,87;25,27;9690;0
01.05.2020;26,95;27,88;25,76;26,44;216975;0
04.05.2020;26,1;28,08;25,5;27,2;215728;0
05.05.2020;28,1;32,06;27,77;30,97;267135;0
06.05.2020;32,27;32,27;28,66;29,72;268457;0
07.05.2020;29,64;31,84;29,08;29,46;259890;0
08.05.2020;29,6;31,14;29,43;30,97;147304;0
11.05.2020;30,7;31,47;29,35;29,63;242212;0
12.05.2020;30,07;30,7;29,35;29,98;202469;0
13.05.2020;29,35;30,55;28,86;29,19;221112;0
14.05.2020;29,52;31,55;28,88;31,13;222209;0
15.05.2020;31,52;32,91;30,94;32,5;211277;0
18.05.2020;32,78;35,72;32,69;34,81;232249;0
19.05.2020;35,66;35,76;34,2;34,65;188927;0
20.05.2020;34,45;36,46;34,38;35,75;191265;0
21.05.2020;35,82;36,98;35,75;36,06;178546;0
22.05.2020;36,18;36,23;33,54;35,13;174586;0
25.05.2020;34,98;35,97;34,46;35,53;28955;0
26.05.2020;35,66;36,68;35,26;36,17;129983;0
27.05.2020;35,93;36,16;33,98;34,74;112247;0
28.05.2020;33,92;35,95;33,62;35,29;70994;0
29.05.2020;35,15;35,37;34,06;35,33;14712;0
01.06.2020;37,56;38,68;37,18;38,32;212783;0
02.06.2020;38,34;39,75;38,26;39,57;205218;0
03.06.2020;39,75;40,53;38,76;39,79;239425;0
04.06.2020;39,6;40,1;39,04;39,99;172605;0
05.06.2020;39,84;42,48;39,72;42,3;250309;0
08.06.2020;42,4;43,41;40,68;40,8;227881;0
09.06.2020;41,1;41,45;39,85;41,18;222358;0
10.06.2020;40,72;41,99;40,14;41,73;234192;0
11.06.2020;40,95;41,01;37,82;38,55;290169;0
12.06.2020;37,88;39,45;37,01;38,73;237894;0
15.06.2020;38,8;39,9;37,24;39,72;215424;0
16.06.2020;39,94;41,65;38,95;40,96;248578;0
17.06.2020;40,61;41,46;40,03;40,71;175235;0
18.06.2020;40,43;41,64;40,06;41,51;175785;0
19.06.2020;41,72;42,92;41,03;42,19;217494;0
22.06.2020;41,74;43,18;41,58;43,08;187649;0
23.06.2020;43,21;43,93;42,21;42,63;183029;0
24.06.2020;42,45;42,89;39,63;40,31;195717;0
25.06.2020;40,35;41,64;39,47;41,05;166049;0
26.06.2020;41,44;41,81;40,29;41,02;120321;0
29.06.2020;40,56;41,95;40,04;41,71;86776;0
30.06.2020;41,33;41,62;40,9;41,15;12599;0
01.07.2020;41,58;42,62;41,03;42,03;252515;0
02.07.2020;41,84;43,23;41,73;43,14;196692;0
03.07.2020;42,76;42,99;42,32;42,8;96783;0
06.07.2020;42,79;43,71;42,74;43,1;185020;0
07.07.2020;43,13;43,45;42,46;43,08;183230;0
08.07.2020;42,81;43,47;42,75;43,29;185142;0
09.07.2020;43,3;43,5;41,94;42,35;237751;0
10.07.2020;42,36;43,42;41,32;43,24;214048;0
13.07.2020;43,12;43,34;42,14;42,72;200310;0
14.07.2020;42,24;43,22;41,8;42,9;221116;0
15.07.2020;43,07;43,85;42,7;43,79;232180;0
16.07.2020;43,71;43,8;43,14;43,37;172155;0
17.07.2020;43,4;43,45;42,64;43,14;162402;0
20.07.2020;43,08;43,45;42,36;43,28;179430;0
21.07.2020;43,17;44,89;43,16;44,32;229784;0
22.07.2020;44,03;44,4;43,62;44,29;202158;0
23.07.2020;44,1;44,77;43,13;43,31;262235;0
24.07.2020;43,27;43,9;42,79;43,34;191054;0
27.07.2020;43,35;43,77;42,39;43,41;174749;0
28.07.2020;43,55;43,84;43;43,22;107335;0
29.07.2020;43,31;43,95;43,2;43,75;64917;0
30.07.2020;43,73;43,8;41,38;42,94;63196;0
31.07.2020;43,29;43,44;43,05;43,3;14417;0
03.08.2020;43,53;44,46;42,89;44,15;198700;0
04.08.2020;43,84;44,82;43,24;44,43;227118;0
05.08.2020;44,28;46,23;44,24;45,17;246975;0
06.08.2020;45,32;45,71;44,85;45,09;184521;0
07.08.2020;45,15;45,3;44,27;44,4;171719;0
10.08.2020;44,66;45,26;44,37;44,99;135301;0
11.08.2020;45,05;45,79;44,39;44,5;202739;0
12.08.2020;44,62;45,63;44,49;45,43;166478;0
13.08.2020;45,32;45,58;44,82;44,96;148411;0
14.08.2020;45,29;45,29;44,47;44,8;151463;0
17.08.2020;44,86;45,41;44,53;45,37;164226;0
18.08.2020;45,27;45,55;44,76;45,46;181686;0
19.08.2020;45,17;45,48;44,81;45,37;174884;0
20.08.2020;45,14;45,18;44,02;44,9;249744;0
21.08.2020;45,03;45,08;43,59;44,35;221992;0
24.08.2020;44,5;45,18;44,29;45,13;176636;0
25.08.2020;45,12;46,07;45,08;45,86;178305;0
26.08.2020;45,97;46,1;45,54;45,64;132506;0
27.08.2020;45,7;45,87;44,56;45,09;102255;0
28.08.2020;45,1;45,3;44,8;45,05;21143;0
31.08.2020;45,8;46,53;45,21;45,28;174307;0
01.09.2020;45,6;46,22;45,47;45,58;206724;0
02.09.2020;45,83;46,05;44,2;44,43;260137;0
03.09.2020;44,65;44,65;43,15;44,07;274933;0
04.09.2020;43,76;44,54;42,3;42,66;270957;0
07.09.2020;42,2;42,43;41,51;42,01;122980;0
08.09.2020;42,08;42,23;39,31;39,78;363526;0
09.09.2020;39,65;41,2;39,37;40,79;278218;0
10.09.2020;40,58;40,96;39,71;40,06;208856;0
11.09.2020;39,96;40,34;39,38;39,83;211875;0
14.09.2020;39,78;40,09;39,3;39,61;200092;0
15.09.2020;39,7;40,82;39,39;40,53;214799;0
16.09.2020;40,72;42,44;40,59;42,22;237248;0
17.09.2020;42,32;43,5;41,5;43,3;237399;0
18.09.2020;43,22;43,8;42,53;43,15;204656;0
21.09.2020;43,01;43,3;40,96;41,44;217355;0
22.09.2020;41,79;42,2;41,21;41,72;210739;0
23.09.2020;41,67;42,62;41,21;41,77;183876;0
24.09.2020;41,36;42,02;41,27;41,94;162931;0
25.09.2020;41,85;42,33;41,52;41,92;129401;0
28.09.2020;41,87;42,62;41,48;42,43;91824;0
29.09.2020;42,47;42,52;40,43;41,03;91595;0
30.09.2020;40,66;40,98;40,3;40,95;19377;0
01.10.2020;42,17;42,56;39,92;40,93;338718;0
02.10.2020;40,65;40,77;38,79;39,27;337414;0
05.10.2020;39,19;41,78;39,14;41,29;273764;0
06.10.2020;41,41;42,84;41,22;42,65;291684;0
07.10.2020;41,85;42,42;41,36;41,99;241200;0
08.10.2020;42,15;43,47;41,86;43,34;266260;0
09.10.2020;43,36;43,57;42,61;42,85;254615;0
12.10.2020;42,6;42,71;41,36;41,72;238874;0
13.10.2020;41,81;42,68;41,66;42,45;227845;0
14.10.2020;42,43;43,45;42,13;43,32;279124;0
15.10.2020;43,45;43,48;41,56;43,16;295275;0
16.10.2020;43,1;43,21;42,27;42,93;197161;0
19.10.2020;42,69;43,23;42,36;42,62;209058;0
20.10.2020;42,45;43,3;42,19;43,16;252053;0
21.10.2020;42,91;43,04;41,45;41,73;268884;0
22.10.2020;41,59;42,79;41,46;42,46;257199;0
23.10.2020;42,4;42,8;41,5;41,77;205213;0
26.10.2020;41,53;41,63;40,22;40,46;210531;0
27.10.2020;40,5;41,47;40,4;41,2;207540;0
28.10.2020;40,61;40,7;38,75;39,12;163831;0
29.10.2020;39,16;39,45;36,64;37,65;112491;0
30.10.2020;37,5;38,1;36,8;37,46;20191;0
02.11.2020;37,37;39,36;35,74;38,97;326074;0
03.11.2020;39,26;40,45;38,65;39,71;278628;0
04.11.2020;40,13;41,33;39,42;41,23;250866;0
05.11.2020;40,96;41,53;40,33;40,93;219195;0
06.11.2020;40,63;40,69;39,34;39,45;255440;0
09.11.2020;39,65;43,48;39,46;42,4;393050;0
10.11.2020;41,75;44,11;41,71;43,61;315249;0
11.11.2020;43,77;45,3;43,6;43,8;346768;0
12.11.2020;43,73;44,5;43,26;43,53;266038;0
13.11.2020;43,2;43,34;42,63;42,78;216736;0
16.11.2020;42,71;44,67;42,71;43,82;268433;0
17.11.2020;43,89;44,25;43,08;43,75;226352;0
18.11.2020;43,75;44,89;43,48;44,34;242879;0
19.11.2020;43,96;44,57;43,79;44,2;210299;0
20.11.2020;44,15;45,24;44,05;44,96;264010;0
23.11.2020;45,08;46,12;44,89;46,06;267249;0
24.11.2020;45,9;48,03;45,89;47,86;263239;0
25.11.2020;47,8;49,06;47,72;48,61;231031;0
26.11.2020;48,76;49,09;47,53;47,8;88757;0
27.11.2020;47,81;48,44;47,34;48,18;87751;0
30.11.2020;47,91;47,99;46,85;47,59;20676;0
01.12.2020;47,79;48,3;46,88;47,42;258685;0
02.12.2020;47,05;48,76;46,82;48,25;285740;0
03.12.2020;48;48,94;47,67;48,71;274725;0
04.12.2020;48,96;49,92;48,84;49,25;253637;0
07.12.2020;49,23;49,43;48,4;48,79;207513;0
08.12.2020;48,58;49;48,09;48,84;225236;0
09.12.2020;48,84;49,55;48,4;48,86;267786;0
10.12.2020;49;51,06;48,86;50,25;288732;0
11.12.2020;50,45;50,74;49,74;49,97;231871;0
14.12.2020;50,05;50,8;49,13;50,29;236959;0
15.12.2020;50,3;50,89;49,78;50,76;190547;0
16.12.2020;50,64;51,2;50,34;51,08;222737;0
17.12.2020;51,12;51,9;51,08;51,5;233882;0
18.12.2020;51,43;52,48;51,13;52,26;246122;0
21.12.2020;52,22;52,32;49,2;50,91;288737;0
22.12.2020;50,65;50,86;49,56;50,08;194100;0
23.12.2020;49,7;51,59;49,2;51,2;182631;0
24.12.2020;51,11;51,77;50,62;51,29;96688;0
28.12.2020;51,25;52,02;50,53;50,86;81059;0
29.12.2020;51,02;51,63;50,86;51,09;91332;0
30.12.2020;51,32;51,56;51,04;51,34;17631;0
31.12.2020;51,49;51,84;50,9;51,8;133224;0
04.01.2021;51,5;53,33;50,56;51,09;382895;0
05.01.2021;50,95;53,9;50,7;53,6;455351;0
06.01.2021;53,52;54,73;53,02;54,3;414408;0
07.01.2021;54,13;54,9;53,94;54,38;267188;0
08.01.2021;54,56;56,36;54,34;55,99;336650;0
11.01.2021;56,24;56,39;54,99;55,66;295066;0
12.01.2021;55,66;56,79;55,51;56,58;288141;0
13.01.2021;56,83;57,42;55,77;56,06;324295;0
14.01.2021;55,93;56,57;55,24;56,42;331293;0
15.01.2021;56,41;56,5;54,64;55,1;298410;0
18.01.2021;54,75;55,21;54,49;54,75;142865;0
19.01.2021;55,01;56,08;54,89;55,9;261102;0
20.01.2021;56,07;56,64;55,66;56,08;310886;0
21.01.2021;55,82;56,24;55,49;56,1;254591;0
22.01.2021;56;56,03;54,48;55,41;269369;0
25.01.2021;55,26;56,02;55,07;55,88;198274;0
26.01.2021;55,93;56,34;55,39;55,91;163201;0
27.01.2021;56,05;56,49;55,2;55,81;132411;0
28.01.2021;55,41;56,59;55,31;55,53;122476;0
29.01.2021;55,52;56,37;55,31;55,88;19936;0
01.02.2021;54,91;56,53;54,6;56,35;288247;0
02.02.2021;56,35;58,05;56,33;57,46;337679;0
03.02.2021;57,85;58,94;57,5;58,46;276856;0
04.02.2021;58,59;59,12;58,04;58,84;244072;0
05.02.2021;59,17;59,79;59,08;59,34;229424;0
08.02.2021;59,43;60,72;59,43;60,56;269312;0
09.02.2021;60,8;61,34;60,05;61,09;319502;0
10.02.2021;61,21;61,69;60,87;61,47;287707;0
11.02.2021;61,01;61,5;60,72;61,14;209685;0
12.02.2021;60,82;62,83;60,35;62,43;307715;0
15.02.2021;62,83;63,76;62,82;63,3;220383;0
16.02.2021;63,47;63,7;62,69;63,35;284666;0
17.02.2021;63,15;64,96;62,73;64,34;391262;0
18.02.2021;65,02;65,52;63,22;63,93;420556;0
19.02.2021;63,3;63,94;62,09;62,91;305827;0
22.02.2021;62,68;65,85;62,55;65,24;213746;0
23.02.2021;65,51;66,79;64,47;65,37;231183;0
24.02.2021;65,06;67,31;64,8;67,04;129712;0
25.02.2021;67,2;67,7;66,48;66,88;109645;0
26.02.2021;66,89;66,9;65,72;66,13;16102;0
01.03.2021;64,85;65,93;63,17;63,69;291908;0
02.03.2021;63,12;64,13;62,38;62,7;367119;0
03.03.2021;62,38;64,7;62,38;64,07;341674;0
04.03.2021;64,1;67,75;63,33;66,74;510680;0
05.03.2021;67,16;69,69;66,67;69,36;361763;0
08.03.2021;69,97;71,38;67,8;68,24;352594;0
09.03.2021;68,13;69,33;67,12;67,52;302605;0
10.03.2021;67,46;68,42;66,5;67,9;361943;0
11.03.2021;68,45;69,84;67,99;69,63;289609;0
12.03.2021;69,59;69,9;69,03;69,22;251538;0
15.03.2021;69,08;70,03;67,82;68,88;262595;0
16.03.2021;68,81;68,94;67,36;68,39;248993;0
17.03.2021;68,39;68,89;66,96;68;309756;0
18.03.2021;67,77;68,15;61,45;63,28;516083;0
19.03.2021;62,99;64,95;62,07;64,53;446114;0
22.03.2021;64,53;65,12;63,45;64,62;236341;0
23.03.2021;64,3;64,3;60,27;60,79;392600;0
24.03.2021;60,5;64,57;60,47;64,41;255118;0
25.03.2021;63,99;64,19;60,98;61,95;202575;0
26.03.2021;62,01;64,89;61,85;64,57;147735;0
29.03.2021;64,58;65,46;63,13;64,98;91745;0
30.03.2021;65,2;65,41;63,52;64,14;74364;0
31.03.2021;64,13;64,79;63,53;63,54;9696;0
01.04.2021;63,12;65,17;62,38;64,86;480365;0
05.04.2021;64,57;64,81;61,25;62,15;231780;0
06.04.2021;62,32;64,28;62,08;62,74;307867;0
07.04.2021;62,6;63,55;61,6;63,16;321390;0
08.04.2021;63,02;63,43;62,38;63,2;265179;0
09.04.2021;63,28;63,49;62,57;62,95;216243;0
12.04.2021;63,03;64,31;62,41;63,28;257839;0
13.04.2021;63,24;64,19;63,18;63,67;242406;0
14.04.2021;64,01;66,9;63,88;66,58;323041;0
15.04.2021;66,38;67,03;65,95;66,94;240308;0
16.04.2021;66,86;67,38;66,44;66,77;212200;0
19.04.2021;66,7;67,23;66,17;67,05;193810;0
20.04.2021;67,2;68,08;65,51;66,57;328240;0
21.04.2021;66,22;66,52;64,96;65,32;260879;0
22.04.2021;65,13;65,83;64,58;65,4;242474;0
23.04.2021;65,8;66,3;65,16;66,11;187900;0
26.04.2021;66,1;66,26;64,57;65,65;257581;0
27.04.2021;65,76;66,8;65,66;66,42;222915;0
28.04.2021;66,58;67,85;66,13;67,27;148949;0
29.04.2021;67,18;68,95;67,13;68,56;91524;0
30.04.2021;68,33;68,4;67,06;67,25;14843;0
03.05.2021;66,7;67,82;66,1;67,56;148711;0
04.05.2021;67,75;69,5;67,37;68,88;249641;0
05.05.2021;69,35;69,95;68,35;68,96;283725;0
06.05.2021;68,47;69,37;67,93;68,09;273282;0
07.05.2021;68,26;68,65;67,39;68,28;262581;0
10.05.2021;68,74;69,2;67,41;68,32;265604;0
11.05.2021;68,29;68,75;67,13;68,55;321857;0
12.05.2021;68,78;69,9;68,18;69,32;310299;0
13.05.2021;68,88;69,04;66,48;67,05;311999;0
14.05.2021;67;68,89;66,5;68,71;286132;0
17.05.2021;68,92;69,62;68,18;69,46;230775;0
18.05.2021;69,61;70,24;67,28;68,71;378016;0
19.05.2021;68,41;68,46;65,3;66,66;386890;0
20.05.2021;66,63;67,17;64,8;65,11;388162;0
21.05.2021;65,22;66,94;64,57;66,44;257641;0
24.05.2021;66,72;68,64;66,46;68,46;227254;0
25.05.2021;68,47;68,9;67,83;68,65;183131;0
26.05.2021;68,55;69,17;68,02;68,87;134619;0
27.05.2021;68,78;69,51;68,11;69,46;86513;0
28.05.2021;69,69;69,92;69,26;69,63;21263;0
31.05.2021;68,98;69,82;68,75;69,32;80181;0
01.06.2021;69,39;71,34;69,29;70,25;302490;0
02.06.2021;70,55;71,48;70,35;71,35;221631;0
03.06.2021;71,27;71,99;70,66;71,31;229785;0
04.06.2021;71,25;72,17;70,73;71,89;222000;0
07.06.2021;71,82;72,27;71,1;71,49;224334;0
08.06.2021;71,42;72,42;70,71;72,22;285225;0
09.06.2021;72,17;72,87;71,82;72,22;266374;0
10.06.2021;72,03;72,93;70,95;72,52;346576;0
11.06.2021;72,41;73,09;71,88;72,69;276476;0
14.06.2021;72,7;73,64;72,59;72,86;200722;0
15.06.2021;73,03;74,33;72,79;73,99;228619;0
16.06.2021;74,26;74,96;73,86;74,39;306090;0
17.06.2021;73,8;74,5;72,01;73,08;336640;0
18.06.2021;73;73,76;72,18;73,51;231547;0
21.06.2021;73,33;74,95;72,98;74,9;265470;0
22.06.2021;74,88;75,3;74,32;74,81;294724;0
23.06.2021;74,75;76,02;74,7;75,19;229037;0
24.06.2021;75,3;75,78;74,51;75,56;165052;0
25.06.2021;75,54;76,21;74,95;76,18;172413;0
28.06.2021;75,99;76,6;74,51;74,68;142108;0
29.06.2021;74,67;75,51;73,9;74,76;94942;0
30.06.2021;75,18;75,6;74,39;75,13;15062;0
01.07.2021;74,69;76,74;74,55;75,84;405155;0
02.07.2021;75,64;76,43;75,21;76,17;236220;0
05.07.2021;76,23;77,26;75,7;77,16;157222;0
06.07.2021;77,06;77,84;74,13;74,53;410703;0
07.07.2021;74,69;75,99;72,6;73,43;387427;0
08.07.2021;73,35;74,4;72,11;74,12;314340;0
