date,T_temperature_C_weather_forecast_KoelnBonn,T_temperature_standarddeviation_C_weather_forecast_KoelnBonn,precipitationTotal_mm_weather_forecast_KoelnBonn,sunshine_min_weather_forecast_KoelnBonn,surfacePressure_hPa_weather_forecast_KoelnBonn,humidity_Percent_weather_forecast_KoelnBonn,isDay_bool_weather_forecast_KoelnBonn,T_temperature_C_weather_forecast_Hamburg,T_temperature_standarddeviation_C_weather_forecast_Hamburg,precipitationTotal_mm_weather_forecast_Hamburg,sunshine_min_weather_forecast_Hamburg,surfacePressure_hPa_weather_forecast_Hamburg,humidity_Percent_weather_forecast_Hamburg,isDay_bool_weather_forecast_Hamburg,T_temperature_C_weather_forecast_Muenchen,T_temperature_standarddeviation_C_weather_forecast_Muenchen,precipitationTotal_mm_weather_forecast_Muenchen,sunshine_min_weather_forecast_Muenchen,surfacePressure_hPa_weather_forecast_Muenchen,humidity_Percent_weather_forecast_Muenchen,isDay_bool_weather_forecast_Muenchen
2025-02-03 01:00:00,2.2,2.1,,,,,,3.2,2.1,,,,,,-1.7,2.2,,,,,
2025-02-03 02:00:00,1.9,2.3,,,,,,2.9,2.1,,,,,,-1.8,2.2,,,,,
2025-02-03 03:00:00,1.8,2.3,,,,,,3.4,2.0,,,,,,-2.1,2.3,,,,,
2025-02-03 04:00:00,1.6,2.3,,,,,,3.9,2.0,,,,,,-2.2,2.3,,,,,
2025-02-03 05:00:00,1.5,2.3,,,,,,3.7,2.0,,,,,,-2.4,2.3,,,,,
2025-02-03 06:00:00,1.4,2.2,,,,,,3.8,2.1,,,,,,-2.3,2.2,,,,,
2025-02-03 07:00:00,1.7,2.3,,,,,,3.9,2.1,,,,,,-2.1,2.1,,,,,
2025-02-03 08:00:00,2.1,2.0,,,,,,3.9,2.1,,,,,,-1.5,2.0,,,,,
2025-02-03 09:00:00,3.0,1.9,,,,,,4.4,2.0,,,,,,-0.7,1.5,,,,,
2025-02-03 10:00:00,4.1,2.0,,,,,,4.8,2.0,,,,,,0.3,1.7,,,,,
2025-02-03 11:00:00,4.9,1.9,,,,,,5.1,1.9,,,,,,1.4,2.1,,,,,
2025-02-03 12:00:00,5.7,2.1,,,,,,5.9,2.0,,,,,,2.3,2.1,,,,,
2025-02-03 13:00:00,6.1,2.1,,,,,,6.0,2.0,,,,,,3.0,2.2,,,,,
2025-02-03 14:00:00,6.4,2.1,,,,,,5.8,2.0,,,,,,3.1,2.2,,,,,
2025-02-03 15:00:00,6.4,2.1,,,,,,5.5,2.1,,,,,,2.8,2.2,,,,,
2025-02-03 16:00:00,6.0,2.0,,,,,,5.2,2.2,,,,,,2.2,2.0,,,,,
2025-02-03 17:00:00,4.6,2.0,,,,,,5.2,2.1,,,,,,1.6,2.1,,,,,
2025-02-03 18:00:00,3.9,2.1,,,,,,4.7,2.0,,,,,,0.9,2.1,,,,,
2025-02-03 19:00:00,3.9,2.1,,,,,,4.7,2.1,,,,,,0.5,2.0,,,,,
2025-02-03 20:00:00,3.5,2.1,,,,,,4.4,2.1,,,,,,-0.5,2.1,,,,,
2025-02-03 21:00:00,3.3,2.2,,,,,,4.2,2.1,,,,,,-0.9,2.2,,,,,
2025-02-03 22:00:00,3.4,2.1,,,,,,4.0,2.1,,,,,,-0.8,2.2,,,,,
2025-02-03 23:00:00,3.3,2.2,,,,,,3.7,2.0,,,,,,-1.1,2.2,,,,,
