MESS_DATUM;TT_TU;RF_TU
2023062509;22.2;52.0
2023062510;23.2;44.0
2023062511;24.5;39.0
2023062512;24.7;36.0
2023062513;26.2;34.0
2023062514;26.5;31.0
2023062515;26.8;31.0
2023062516;26.9;33.0
2023062517;26.3;29.0
2023062518;25.8;34.0
2023062519;23.4;45.0
2023062520;17.6;66.0
2023062521;16.3;68.0
2023062522;14.0;79.0
2023062523;12.8;85.0
2023062600;11.8;88.0
2023062601;11.2;91.0
2023062602;10.5;94.0
2023062603;10.3;96.0
2023062604;11.3;90.0
2023062605;15.6;73.0
2023062606;18.2;66.0
2023062607;21.4;58.0
2023062608;24.5;44.0
2023062609;26.4;42.0
2023062610;28.0;38.0
2023062611;28.9;35.0
2023062612;30.2;32.0
2023062613;30.8;31.0
2023062614;31.0;30.0
2023062615;30.9;28.0
2023062616;30.2;31.0
2023062617;28.7;36.0
2023062618;22.9;63.0
2023062619;21.5;72.0
2023062620;21.3;73.0
2023062621;21.8;62.0
2023062622;21.4;53.0
2023062623;20.4;52.0
2023062700;18.7;51.0
2023062701;17.7;55.0
2023062702;15.6;66.0
2023062703;14.2;73.0
2023062704;15.7;67.0
2023062705;16.3;64.0
2023062706;16.8;62.0
2023062707;16.7;63.0
2023062708;17.8;60.0
2023062709;19.7;47.0
2023062710;20.1;45.0
2023062711;20.4;46.0
2023062712;20.9;43.0
2023062713;20.5;44.0
2023062714;20.8;41.0
2023062715;21.0;42.0
2023062716;20.9;42.0
2023062717;20.8;40.0
2023062718;20.3;40.0
2023062719;20.1;40.0
2023062720;18.5;49.0
2023062721;17.0;58.0
2023062722;16.3;66.0
2023062723;17.9;54.0
2023062800;15.5;70.0
2023062801;15.6;69.0
2023062802;13.1;86.0
2023062803;12.5;92.0
2023062804;12.5;91.0
2023062805;13.0;90.0
2023062806;13.7;91.0
2023062807;14.9;83.0
2023062808;16.6;74.0
2023062809;18.5;65.0
2023062810;18.1;57.0
2023062811;19.3;55.0
2023062812;20.2;45.0
2023062813;20.7;48.0
2023062814;21.7;43.0
2023062815;22.2;38.0
2023062816;22.2;38.0
2023062817;22.5;37.0
2023062818;22.1;37.0
2023062819;20.8;41.0
2023062820;15.6;64.0
2023062821;13.7;73.0
2023062822;12.0;83.0
2023062823;10.3;91.0
2023062900;9.4;92.0
2023062901;8.9;95.0
2023062902;8.5;95.0
2023062903;8.3;97.0
2023062904;9.0;95.0
2023062905;13.3;86.0
2023062906;16.1;71.0
2023062907;18.5;63.0
2023062908;21.8;53.0
2023062909;22.8;42.0
2023062910;23.6;37.0
2023062911;24.1;32.0
2023062912;25.1;33.0
2023062913;26.0;34.0
2023062914;26.8;31.0
2023062915;26.1;29.0
2023062916;26.8;26.0
2023062917;26.1;29.0
2023062918;25.8;31.0
2023062919;23.0;41.0
2023062920;18.8;63.0
2023062921;18.4;60.0
2023062922;16.2;73.0
2023062923;16.9;74.0
2023063000;17.3;74.0
2023063001;18.3;67.0
2023063002;18.1;73.0
2023063003;17.7;75.0
2023063004;17.6;78.0
2023063005;17.5;82.0
2023063006;18.8;81.0
2023063007;18.8;85.0
2023063008;18.9;82.0
2023063009;18.7;88.0
2023063010;19.9;81.0
2023063011;20.7;72.0
2023063012;21.6;67.0
2023063013;22.5;70.0
2023063014;22.8;62.0
2023063015;22.3;65.0
2023063016;22.4;69.0
2023063017;20.7;72.0
2023063018;19.4;86.0
2023063019;18.7;96.0
2023063020;18.9;88.0
2023063021;18.5;82.0
2023063022;18.0;88.0
2023063023;17.0;95.0
2023070100;16.9;95.0
2023070101;16.9;94.0
2023070102;16.8;88.0
2023070103;16.5;89.0
2023070104;16.3;87.0
2023070105;14.7;93.0
2023070106;14.9;94.0
2023070107;16.4;91.0
2023070108;18.1;81.0
2023070109;18.9;72.0
2023070110;19.8;57.0
2023070111;20.3;57.0
2023070112;21.4;57.0
2023070113;21.6;58.0
2023070114;23.2;47.0
2023070115;23.7;45.0
2023070116;24.6;38.0
2023070117;24.1;36.0
2023070118;22.3;45.0
2023070119;21.3;51.0
2023070120;20.3;57.0
2023070121;20.4;58.0
2023070122;19.9;62.0
2023070123;15.9;94.0
2023070200;15.8;94.0
2023070201;16.2;90.0
2023070202;16.4;89.0
2023070203;16.4;90.0
2023070204;15.1;89.0
2023070205;14.5;90.0
2023070206;15.0;89.0
2023070207;15.5;86.0
2023070208;14.7;93.0
2023070209;14.8;91.0
2023070210;16.9;79.0
2023070211;17.3;76.0
2023070212;20.7;64.0
2023070213;21.2;57.0
2023070214;23.2;50.0
2023070215;23.2;49.0
2023070216;23.3;48.0
2023070217;22.5;51.0
2023070218;22.5;52.0
2023070219;21.1;60.0
2023070220;18.5;71.0
2023070221;17.9;74.0
2023070222;18.0;71.0
2023070223;17.4;74.0
2023070300;16.6;78.0
2023070301;14.7;83.0
2023070302;13.6;87.0
2023070303;13.5;85.0
2023070304;14.3;81.0
2023070305;15.6;73.0
2023070306;16.8;73.0
2023070307;19.8;49.0
2023070308;20.2;49.0
2023070309;20.5;50.0
2023070310;21.4;47.0
2023070311;21.9;46.0
2023070312;22.6;45.0
2023070313;22.9;45.0
2023070314;24.0;41.0
2023070315;23.6;44.0
2023070316;23.2;42.0
2023070317;22.7;43.0
2023070318;22.3;44.0
2023070319;22.0;45.0
2023070320;19.8;55.0
2023070321;16.5;77.0
2023070322;16.9;71.0
2023070323;14.5;82.0
2023070400;16.7;74.0
2023070401;16.7;75.0
2023070402;17.6;71.0
2023070403;16.1;79.0
2023070404;14.7;89.0
2023070405;15.6;88.0
2023070406;16.9;82.0
2023070407;19.7;66.0
2023070408;20.3;56.0
2023070409;20.4;56.0
2023070410;20.9;57.0
2023070411;23.7;47.0
2023070412;24.0;44.0
2023070413;23.8;45.0
2023070414;25.6;40.0
2023070415;25.1;39.0
2023070416;25.5;39.0
2023070417;25.4;38.0
2023070418;24.8;40.0
2023070419;23.3;48.0
2023070420;19.3;68.0
2023070421;17.8;72.0
2023070422;17.9;72.0
2023070423;16.1;83.0
2023070500;15.4;83.0
2023070501;14.0;95.0
2023070502;14.4;91.0
2023070503;12.2;97.0
2023070504;14.4;87.0
2023070505;15.6;83.0
2023070506;17.6;78.0
2023070507;16.3;83.0
2023070508;17.1;88.0
2023070509;20.1;70.0
2023070510;22.3;55.0
2023070511;23.8;54.0
2023070512;18.2;76.0
2023070513;21.1;65.0
2023070514;18.4;85.0
2023070515;19.4;80.0
2023070516;20.8;73.0
2023070517;19.5;78.0
2023070518;18.4;88.0
2023070519;17.9;81.0
2023070520;15.5;94.0
2023070521;16.1;89.0
2023070522;14.3;97.0
2023070523;10.9;96.0
2023070600;10.1;98.0
2023070601;10.8;97.0
2023070602;10.8;99.0
2023070603;9.7;99.0
2023070604;8.6;97.0
2023070605;12.4;92.0
2023070606;14.9;82.0
2023070607;17.7;69.0
2023070608;18.5;63.0
2023070609;20.1;47.0
2023070610;20.9;46.0
2023070611;21.6;43.0
2023070612;22.6;41.0
2023070613;22.2;42.0
2023070614;22.9;39.0
2023070615;22.6;43.0
2023070616;23.9;37.0
2023070617;24.1;40.0
2023070618;23.3;40.0
2023070619;22.5;43.0
2023070620;17.5;68.0
2023070621;14.9;81.0
2023070622;12.9;84.0
2023070623;13.3;86.0
2023070700;11.0;93.0
2023070701;10.7;97.0
2023070702;9.1;96.0
2023070703;8.7;98.0
2023070704;8.4;98.0
2023070705;13.5;89.0
2023070706;16.7;78.0
2023070707;19.3;66.0
2023070708;22.2;56.0
2023070709;24.3;45.0
2023070710;24.4;33.0
2023070711;25.2;32.0
2023070712;26.5;32.0
2023070713;27.3;29.0
2023070714;27.5;29.0
2023070715;27.6;28.0
2023070716;27.9;25.0
2023070717;27.5;26.0
2023070718;26.3;27.0
2023070719;24.0;34.0
2023070720;20.5;44.0
2023070721;15.8;66.0
2023070722;14.4;72.0
2023070723;14.1;71.0
2023070800;12.5;79.0
2023070801;11.8;82.0
2023070802;12.2;80.0
2023070803;13.2;77.0
2023070804;14.5;72.0
2023070805;15.7;75.0
2023070806;16.9;67.0
2023070807;19.3;58.0
2023070808;20.9;55.0
2023070809;21.8;54.0
2023070810;22.9;50.0
2023070811;24.8;47.0
2023070812;25.6;41.0
2023070813;27.8;31.0
2023070814;28.8;27.0
2023070815;29.4;29.0
2023070816;30.7;31.0
2023070817;29.1;33.0
2023070818;27.8;37.0
2023070819;26.0;44.0
2023070820;20.1;67.0
2023070821;19.0;68.0
2023070822;16.1;81.0
2023070823;16.4;81.0
2023070900;14.3;88.0
2023070901;13.8;91.0
2023070902;12.9;92.0
2023070903;12.7;96.0
2023070904;13.0;96.0
2023070905;18.1;78.0
2023070906;20.3;71.0
2023070907;23.6;58.0
2023070908;26.4;50.0
2023070909;28.0;40.0
2023070910;29.6;34.0
2023070911;30.8;32.0
2023070912;31.1;29.0
2023070913;31.6;25.0
2023070914;32.5;25.0
2023070915;32.5;25.0
2023070916;32.2;24.0
2023070917;32.0;26.0
2023070918;30.4;27.0
2023070919;24.6;58.0
2023070920;20.3;72.0
2023070921;19.0;77.0
2023070922;17.9;79.0
2023070923;17.0;81.0
2023071000;15.8;87.0
2023071001;14.8;91.0
2023071002;14.1;91.0
2023071003;14.3;88.0
2023071004;13.9;89.0
2023071005;18.5;72.0
2023071006;21.2;63.0
2023071007;24.2;54.0
2023071008;25.3;47.0
2023071009;24.2;53.0
2023071010;24.4;56.0
2023071011;27.2;47.0
2023071012;29.6;38.0
2023071013;30.7;39.0
2023071014;29.0;43.0
2023071015;30.1;42.0
2023071016;30.6;41.0
2023071017;30.2;42.0
2023071018;29.3;45.0
2023071019;28.1;43.0
2023071020;27.4;46.0
2023071021;25.1;47.0
2023071022;19.2;72.0
2023071023;18.1;80.0
2023071100;18.5;80.0
2023071101;17.8;83.0
2023071102;16.5;88.0
2023071103;14.9;91.0
2023071104;14.5;92.0
2023071105;17.2;86.0
2023071106;21.7;69.0
2023071107;24.1;58.0
2023071108;26.6;42.0
2023071109;28.7;39.0
2023071110;29.6;38.0
2023071111;31.1;39.0
2023071112;32.0;36.0
2023071113;33.4;31.0
2023071114;34.7;30.0
2023071115;34.9;30.0
2023071116;34.1;31.0
2023071117;35.1;22.0
2023071118;34.2;23.0
2023071119;29.6;41.0
2023071120;27.7;48.0
2023071121;26.2;54.0
2023071122;25.4;57.0
2023071123;19.1;87.0
2023071200;17.9;94.0
2023071201;18.3;92.0
2023071202;18.1;95.0
2023071203;17.8;94.0
2023071204;17.9;94.0
2023071205;18.5;91.0
2023071206;19.6;87.0
2023071207;20.6;85.0
2023071208;20.8;75.0
2023071209;22.0;69.0
2023071210;23.9;61.0
2023071211;25.8;57.0
2023071212;28.8;52.0
2023071213;28.3;50.0
2023071214;20.8;79.0
2023071215;19.6;71.0
2023071216;19.1;86.0
2023071217;19.5;84.0
2023071218;20.9;76.0
2023071219;19.2;91.0
2023071220;18.8;93.0
2023071221;18.7;98.0
2023071222;18.0;91.0
2023071223;17.6;97.0
2023071300;18.3;95.0
2023071301;17.9;95.0
2023071302;17.9;96.0
2023071303;17.5;92.0
2023071304;17.8;95.0
2023071305;17.7;94.0
2023071306;17.8;93.0
2023071307;19.6;69.0
2023071308;19.3;66.0
2023071309;19.4;60.0
2023071310;19.3;60.0
2023071311;21.3;53.0
2023071312;21.4;53.0
2023071313;23.4;46.0
2023071314;22.7;47.0
2023071315;22.6;49.0
2023071316;23.6;43.0
2023071317;23.7;44.0
2023071318;23.3;38.0
2023071319;20.6;51.0
2023071320;17.0;69.0
2023071321;17.5;74.0
2023071322;17.2;76.0
2023071323;16.4;83.0
2023071400;15.3;91.0
2023071401;14.6;92.0
2023071402;13.6;96.0
2023071403;11.9;97.0
2023071404;12.7;99.0
2023071405;15.5;88.0
2023071406;17.6;77.0
2023071407;19.7;66.0
2023071408;21.5;61.0
2023071409;22.8;57.0
2023071410;23.8;49.0
2023071411;24.3;46.0
2023071412;25.5;46.0
2023071413;25.5;42.0
2023071414;25.8;43.0
2023071415;26.2;41.0
2023071416;27.2;42.0
2023071417;27.0;42.0
2023071418;26.1;44.0
2023071419;24.9;47.0
2023071420;19.6;73.0
2023071421;18.4;76.0
2023071422;16.5;86.0
2023071423;14.9;89.0
2023071500;14.8;92.0
2023071501;13.7;95.0
2023071502;13.7;95.0
2023071503;12.9;96.0
2023071504;13.1;97.0
2023071505;17.6;89.0
2023071506;21.3;72.0
2023071507;24.8;61.0
2023071508;28.4;53.0
2023071509;30.6;34.0
2023071510;31.1;32.0
2023071511;32.5;31.0
2023071512;32.9;29.0
2023071513;33.4;31.0
2023071514;33.8;29.0
2023071515;34.2;27.0
2023071516;34.2;27.0
2023071517;33.8;29.0
2023071518;32.2;34.0
2023071519;28.1;57.0
2023071520;25.4;61.0
2023071521;25.3;57.0
2023071522;25.1;59.0
2023071523;24.1;60.0
2023071600;23.4;64.0
2023071601;19.7;86.0
2023071602;19.7;89.0
2023071603;19.6;90.0
2023071604;19.5;85.0
2023071605;19.2;90.0
2023071606;19.2;84.0
2023071607;19.8;81.0
2023071608;21.0;75.0
2023071609;21.8;71.0
2023071610;23.3;62.0
2023071611;23.9;60.0
2023071612;25.0;58.0
2023071613;25.4;58.0
2023071614;25.5;59.0
2023071615;25.6;59.0
2023071616;26.4;58.0
2023071617;25.8;58.0
2023071618;24.8;56.0
2023071619;23.4;63.0
2023071620;22.1;69.0
2023071621;21.5;71.0
2023071622;19.0;82.0
2023071623;18.7;86.0
2023071700;18.8;89.0
2023071701;19.4;88.0
2023071702;19.4;87.0
2023071703;19.3;84.0
2023071704;18.2;95.0
2023071705;18.9;92.0
2023071706;19.1;92.0
2023071707;19.0;80.0
2023071708;19.8;74.0
2023071709;22.0;65.0
2023071710;23.6;52.0
2023071711;24.9;50.0
2023071712;24.3;53.0
2023071713;25.7;47.0
2023071714;25.1;52.0
2023071715;27.3;45.0
2023071716;27.2;47.0
2023071717;26.6;48.0
2023071718;26.5;49.0
2023071719;25.0;51.0
2023071720;24.3;48.0
2023071721;23.1;50.0
2023071722;22.3;51.0
2023071723;21.0;54.0
2023071800;21.0;53.0
2023071801;19.0;63.0
2023071802;17.2;77.0
2023071803;16.2;83.0
2023071804;16.3;86.0
2023071805;17.8;83.0
2023071806;20.2;63.0
2023071807;22.1;51.0
2023071808;23.8;40.0
2023071809;25.0;40.0
2023071810;26.3;40.0
2023071811;26.8;39.0
2023071812;27.1;40.0
2023071813;26.5;46.0
2023071814;25.8;53.0
2023071815;27.5;46.0
2023071816;27.0;42.0
2023071817;27.7;44.0
2023071818;26.6;48.0
2023071819;25.7;51.0
2023071820;23.2;57.0
2023071821;22.2;64.0
2023071822;18.2;87.0
2023071823;17.0;92.0
2023071900;18.2;85.0
2023071901;16.6;94.0
2023071902;17.1;90.0
2023071903;17.6;89.0
2023071904;16.8;89.0
2023071905;18.6;84.0
2023071906;19.6;82.0
2023071907;22.0;75.0
2023071908;23.5;66.0
2023071909;25.0;49.0
2023071910;26.3;44.0
2023071911;27.1;38.0
2023071912;27.4;36.0
2023071913;27.1;38.0
2023071914;28.8;34.0
2023071915;28.9;33.0
2023071916;28.5;33.0
2023071917;28.1;34.0
2023071918;26.9;38.0
2023071919;25.4;42.0
2023071920;23.5;46.0
2023071921;18.9;65.0
2023071922;20.3;61.0
2023071923;17.3;80.0
2023072000;17.0;84.0
2023072001;18.0;78.0
2023072002;17.9;77.0
2023072003;19.7;61.0
2023072004;18.8;62.0
2023072005;19.1;54.0
2023072006;18.7;55.0
2023072007;19.0;55.0
2023072008;20.0;50.0
2023072009;22.4;42.0
2023072010;22.0;43.0
2023072011;22.0;42.0
2023072012;22.7;42.0
2023072013;23.4;42.0
2023072014;24.4;38.0
2023072015;24.2;37.0
2023072016;24.6;36.0
2023072017;24.6;33.0
2023072018;24.0;35.0
2023072019;21.4;41.0
2023072020;16.2;66.0
2023072021;14.3;75.0
2023072022;13.3;78.0
2023072023;12.8;82.0
2023072100;12.4;85.0
2023072101;11.9;86.0
2023072102;12.0;88.0
2023072103;11.8;87.0
2023072104;11.3;90.0
2023072105;13.3;88.0
2023072106;15.4;79.0
2023072107;18.1;72.0
2023072108;19.3;69.0
2023072109;21.1;63.0
2023072110;21.7;56.0
2023072111;22.9;52.0
2023072112;24.1;47.0
2023072113;24.8;42.0
2023072114;25.0;40.0
2023072115;21.9;57.0
2023072116;18.9;68.0
2023072117;17.8;79.0
2023072118;19.1;69.0
2023072119;19.2;67.0
2023072120;17.9;60.0
2023072121;17.5;63.0
2023072122;16.1;71.0
2023072123;14.3;79.0
2023072200;13.0;82.0
2023072201;11.5;90.0
2023072202;9.9;96.0
2023072203;9.3;97.0
2023072204;9.7;98.0
2023072205;13.0;91.0
2023072206;15.4;85.0
2023072207;17.5;67.0
2023072208;19.5;53.0
2023072209;20.8;47.0
2023072210;21.3;43.0
2023072211;22.6;40.0
2023072212;24.2;37.0
2023072213;24.6;34.0
2023072214;24.0;34.0
2023072215;25.2;32.0
2023072216;24.1;33.0
2023072217;24.3;34.0
2023072218;22.8;40.0
2023072219;20.8;48.0
2023072220;17.2;61.0
2023072221;14.5;72.0
2023072222;16.5;63.0
2023072223;12.9;82.0
2023072300;11.8;84.0
2023072301;13.9;78.0
2023072302;13.8;81.0
2023072303;11.1;85.0
2023072304;10.7;91.0
2023072305;14.8;81.0
2023072306;17.9;69.0
2023072307;20.9;57.0
2023072308;23.7;45.0
2023072309;26.3;36.0
2023072310;27.7;32.0
2023072311;27.3;31.0
2023072312;29.4;28.0
2023072313;29.6;28.0
2023072314;28.7;31.0
2023072315;28.9;30.0
2023072316;27.2;30.0
2023072317;26.6;33.0
2023072318;25.3;37.0
2023072319;23.0;44.0
2023072320;20.1;61.0
2023072321;17.7;72.0
2023072322;16.3;75.0
2023072323;17.0;72.0
2023072400;15.5;73.0
2023072401;14.5;79.0
2023072402;13.8;82.0
2023072403;16.8;74.0
2023072404;17.7;85.0
2023072405;17.1;89.0
2023072406;16.7;89.0
2023072407;20.2;77.0
2023072408;22.5;63.0
2023072409;19.9;76.0
2023072410;20.6;73.0
2023072411;23.3;62.0
2023072412;24.9;48.0
2023072413;20.4;81.0
2023072414;19.8;78.0
2023072415;21.3;74.0
2023072416;21.8;68.0
2023072417;20.8;76.0
2023072418;20.0;77.0
2023072419;19.2;84.0
2023072420;18.6;93.0
2023072421;18.3;93.0
2023072422;18.1;94.0
2023072423;18.2;90.0
2023072500;17.1;94.0
2023072501;16.4;96.0
2023072502;15.5;98.0
2023072503;15.7;98.0
2023072504;15.8;97.0
2023072505;16.1;91.0
2023072506;15.8;90.0
2023072507;16.7;85.0
2023072508;17.1;85.0
2023072509;18.2;81.0
2023072510;17.7;78.0
2023072511;18.4;71.0
2023072512;19.3;72.0
2023072513;19.0;83.0
2023072514;19.5;67.0
2023072515;18.6;76.0
2023072516;16.1;75.0
2023072517;15.3;86.0
2023072518;15.2;87.0
2023072519;15.0;85.0
2023072520;14.3;90.0
2023072521;13.4;94.0
2023072522;13.9;89.0
2023072523;13.1;91.0
2023072600;13.3;92.0
2023072601;13.2;90.0
2023072602;13.0;89.0
2023072603;12.7;90.0
2023072604;12.5;90.0
2023072605;12.7;89.0
2023072606;13.1;85.0
2023072607;13.5;82.0
2023072608;14.1;80.0
2023072609;14.7;75.0
2023072610;15.8;65.0
2023072611;17.0;59.0
2023072612;16.4;59.0
2023072613;11.3;88.0
2023072614;15.3;72.0
2023072615;15.7;65.0
2023072616;13.0;78.0
2023072617;12.4;82.0
2023072618;12.5;90.0
2023072619;12.6;88.0
2023072620;12.2;87.0
2023072621;11.6;91.0
2023072622;10.6;91.0
2023072623;10.0;91.0
2023072700;9.1;95.0
2023072701;7.8;99.0
2023072702;8.2;99.0
2023072703;7.0;99.0
2023072704;6.2;98.0
2023072705;8.8;93.0
2023072706;11.5;80.0
2023072707;13.5;76.0
2023072708;16.3;68.0
2023072709;18.0;56.0
2023072710;19.2;54.0
2023072711;20.7;50.0
2023072712;21.4;43.0
2023072713;21.5;44.0
2023072714;21.7;44.0
2023072715;21.1;49.0
2023072716;20.2;54.0
2023072717;19.0;61.0
2023072718;18.6;68.0
2023072719;18.6;66.0
2023072720;16.7;80.0
2023072721;17.6;66.0
2023072722;17.0;70.0
2023072723;15.6;80.0
2023072800;15.5;82.0
2023072801;15.8;81.0
2023072802;14.0;88.0
2023072803;14.4;85.0
2023072804;13.7;82.0
2023072805;14.9;80.0
2023072806;16.3;77.0
2023072807;20.4;67.0
2023072808;21.6;63.0
2023072809;23.1;59.0
2023072810;24.2;53.0
2023072811;24.0;52.0
2023072812;21.3;65.0
2023072813;23.3;63.0
2023072814;23.3;63.0
2023072815;23.2;63.0
2023072816;19.4;82.0
2023072817;20.9;77.0
2023072818;20.7;80.0
2023072819;20.1;83.0
2023072820;18.6;93.0
2023072821;17.9;91.0
2023072822;17.6;94.0
2023072823;17.7;90.0
2023072900;17.2;92.0
2023072901;16.5;93.0
2023072902;15.3;98.0
2023072903;14.2;98.0
2023072904;15.3;92.0
2023072905;15.8;90.0
2023072906;18.0;83.0
2023072907;18.9;81.0
2023072908;17.8;89.0
2023072909;19.2;83.0
2023072910;21.9;73.0
2023072911;24.9;61.0
2023072912;19.6;86.0
2023072913;22.0;77.0
2023072914;22.9;70.0
2023072915;22.6;67.0
2023072916;20.1;83.0
2023072917;19.1;80.0
2023072918;18.5;87.0
2023072919;18.2;90.0
2023072920;18.6;88.0
2023072921;18.9;81.0
2023072922;18.3;85.0
2023072923;17.0;94.0
2023073000;16.9;91.0
2023073001;17.2;88.0
2023073002;17.1;87.0
2023073003;17.4;89.0
2023073004;16.4;93.0
2023073005;17.0;92.0
2023073006;18.8;83.0
2023073007;19.6;80.0
2023073008;21.6;68.0
2023073009;22.2;64.0
2023073010;23.0;59.0
2023073011;23.7;53.0
2023073012;22.2;56.0
2023073013;22.1;58.0
2023073014;20.6;58.0
2023073015;22.9;55.0
2023073016;23.1;49.0
2023073017;22.3;52.0
2023073018;21.6;55.0
2023073019;20.1;58.0
2023073020;19.3;58.0
2023073021;18.2;63.0
2023073022;15.9;68.0
2023073023;14.7;73.0
2023073100;14.3;79.0
2023073101;14.1;78.0
2023073102;14.4;78.0
2023073103;12.5;85.0
2023073104;11.3;93.0
2023073105;16.0;76.0
2023073106;17.2;74.0
2023073107;18.3;68.0
2023073108;18.8;66.0
2023073109;20.2;59.0
2023073110;20.0;55.0
2023073111;21.2;51.0
2023073112;22.5;49.0
2023073113;22.6;47.0
2023073114;24.1;45.0
2023073115;23.4;47.0
2023073116;23.1;48.0
2023073117;21.5;55.0
2023073118;21.5;52.0
2023073119;19.5;63.0
2023073120;18.9;68.0
2023073121;17.2;79.0
2023073122;18.0;75.0
2023073123;18.1;73.0
2023080100;16.6;86.0
2023080101;17.0;82.0
2023080102;16.5;84.0
2023080103;16.9;81.0
2023080104;17.8;77.0
2023080105;16.2;87.0
2023080106;16.2;90.0
2023080107;17.1;84.0
2023080108;18.0;78.0
2023080109;19.4;72.0
2023080110;20.3;65.0
2023080111;16.8;84.0
2023080112;18.4;79.0
2023080113;18.2;78.0
2023080114;18.5;82.0
2023080115;19.8;73.0
2023080116;20.1;69.0
2023080117;19.3;74.0
2023080118;19.1;69.0
2023080119;17.7;75.0
2023080120;17.0;79.0
2023080121;17.4;78.0
2023080122;15.9;85.0
2023080123;15.6;86.0
2023080200;15.6;86.0
2023080201;14.6;87.0
2023080202;13.8;86.0
2023080203;13.1;90.0
2023080204;12.4;90.0
2023080205;14.4;80.0
2023080206;14.8;81.0
2023080207;15.9;76.0
2023080208;15.7;80.0
2023080209;16.1;85.0
2023080210;16.5;87.0
2023080211;15.8;89.0
2023080212;18.2;81.0
2023080213;21.6;69.0
2023080214;23.7;61.0
2023080215;24.7;57.0
2023080216;24.6;57.0
2023080217;24.4;59.0
2023080218;22.7;70.0
2023080219;21.6;74.0
2023080220;20.8;76.0
2023080221;21.0;78.0
2023080222;19.3;89.0
2023080223;18.2;77.0
2023080300;16.0;89.0
2023080301;15.6;91.0
2023080302;15.2;93.0
2023080303;15.9;87.0
2023080304;15.9;82.0
2023080305;16.5;75.0
2023080306;17.6;70.0
2023080307;18.8;60.0
2023080308;19.9;54.0
2023080309;21.0;50.0
2023080310;22.3;47.0
2023080311;23.6;42.0
2023080312;23.1;42.0
2023080313;24.1;40.0
2023080314;23.7;40.0
2023080315;23.6;39.0
2023080316;24.0;40.0
2023080317;23.2;43.0
2023080318;22.2;47.0
2023080319;21.6;49.0
2023080320;20.3;57.0
2023080321;18.9;65.0
2023080322;16.3;86.0
2023080323;15.9;89.0
2023080400;15.8;87.0
2023080401;15.3;92.0
2023080402;15.1;92.0
2023080403;14.7;94.0
2023080404;14.8;92.0
2023080405;15.0;89.0
2023080406;14.8;88.0
2023080407;15.1;85.0
2023080408;15.7;85.0
2023080409;17.0;77.0
2023080410;18.6;69.0
2023080411;18.8;66.0
2023080412;19.9;55.0
2023080413;20.4;52.0
2023080414;20.1;56.0
2023080415;19.6;67.0
2023080416;18.6;71.0
2023080417;18.5;69.0
2023080418;17.9;74.0
2023080419;16.8;81.0
2023080420;14.9;91.0
2023080421;15.2;87.0
2023080422;16.4;80.0
2023080423;15.8;83.0
2023080500;15.5;84.0
2023080501;15.5;85.0
2023080502;15.2;86.0
2023080503;14.9;87.0
2023080504;14.7;86.0
2023080505;14.3;92.0
2023080506;14.6;92.0
2023080507;15.1;90.0
2023080508;15.3;89.0
2023080509;15.5;88.0
2023080510;15.7;88.0
2023080511;17.2;81.0
2023080512;17.0;86.0
2023080513;17.6;80.0
2023080514;18.2;77.0
2023080515;15.8;93.0
2023080516;16.3;88.0
