MESS_DATUM;V_N
2023090521;0
2023090522;0
2023090523;0
2023090600;0
2023090601;0
2023090602;0
2023090603;0
2023090604;0
2023090605;0
2023090606;0
2023090607;0
2023090608;0
2023090609;0
2023090610;0
2023090611;0
2023090612;0
2023090613;0
2023090614;0
2023090615;0
2023090616;0
2023090617;0
2023090618;0
2023090619;0
2023090620;0
2023090621;0
2023090622;0
2023090623;0
2023090700;0
2023090701;0
2023090702;0
2023090703;0
2023090704;0
2023090705;0
2023090706;0
2023090707;0
2023090708;0
2023090709;0
2023090710;0
2023090711;0
2023090712;0
2023090713;0
2023090714;0
2023090715;0
2023090716;0
2023090717;0
2023090718;0
2023090719;0
2023090720;0
2023090721;0
2023090722;0
2023090723;0
2023090800;0
2023090801;0
2023090802;0
2023090803;0
2023090804;0
2023090805;0
2023090806;0
2023090807;0
2023090808;0
2023090809;0
2023090810;0
2023090811;0
2023090812;0
2023090813;0
2023090814;0
2023090815;0
2023090816;0
2023090817;0
2023090818;0
2023090819;0
2023090820;0
2023090821;0
2023090822;0
2023090823;0
2023090900;0
2023090901;0
2023090902;6
2023090903;5
2023090904;0
2023090905;0
2023090906;0
2023090907;0
2023090908;0
2023090909;0
2023090910;0
2023090911;0
2023090912;0
2023090913;0
2023090914;0
2023090915;0
2023090916;0
2023090917;0
2023090918;0
2023090919;0
2023090920;0
2023090921;0
2023090922;2
2023090923;0
2023091000;0
2023091001;7
2023091002;7
2023091003;8
2023091004;6
2023091005;8
2023091006;5
2023091007;0
2023091008;0
2023091009;0
2023091010;0
2023091011;7
2023091012;0
2023091013;2
2023091014;0
2023091015;0
2023091016;0
2023091017;0
2023091018;2
2023091019;0
2023091020;0
2023091021;0
2023091022;0
2023091023;0
2023091100;0
2023091101;0
2023091102;0
2023091103;0
2023091104;0
2023091105;1
2023091106;0
2023091107;0
2023091108;0
2023091109;0
2023091110;0
2023091111;0
2023091112;0
2023091113;0
2023091114;0
2023091115;0
2023091116;0
2023091117;4
2023091118;8
2023091119;2
2023091120;4
2023091121;7
2023091122;8
2023091123;8
2023091200;7
2023091201;4
2023091202;8
2023091203;8
2023091204;8
2023091205;8
2023091206;5
2023091207;4
2023091208;2
2023091209;7
2023091210;8
2023091211;8
2023091212;8
2023091213;7
2023091214;8
2023091215;7
2023091216;8
2023091217;5
2023091218;8
2023091219;8
2023091220;8
2023091221;8
2023091222;8
2023091223;8
2023091300;8
2023091301;8
2023091302;7
2023091303;6
2023091304;8
2023091305;8
2023091306;8
2023091307;8
2023091308;8
2023091309;8
2023091310;8
2023091311;6
2023091312;7
2023091313;8
2023091314;8
2023091315;8
2023091316;8
2023091317;8
2023091318;8
2023091319;8
2023091320;8
2023091321;8
2023091322;8
2023091323;8
2023091400;8
2023091401;8
2023091402;8
2023091403;8
2023091404;8
2023091405;8
2023091406;8
2023091407;8
2023091408;8
2023091409;8
2023091410;8
2023091411;7
2023091412;8
2023091413;7
2023091414;4
2023091415;2
2023091416;0
2023091417;0
2023091418;0
2023091419;0
2023091420;0
2023091421;0
2023091422;0
2023091423;5
2023091500;7
2023091501;6
2023091502;0
2023091503;0
2023091504;8
2023091505;8
2023091506;8
2023091507;8
2023091508;8
2023091509;0
2023091510;0
2023091511;0
2023091512;0
2023091513;0
2023091514;0
2023091515;0
2023091516;0
2023091517;0
2023091518;0
2023091519;0
2023091520;0
2023091521;0
2023091522;0
2023091523;0
2023091600;0
2023091601;0
2023091602;0
2023091603;0
2023091604;0
2023091605;0
2023091606;0
2023091607;0
2023091608;0
2023091609;0
2023091610;0
2023091611;0
2023091612;2
2023091613;0
2023091614;0
2023091615;0
2023091616;0
2023091617;0
2023091618;3
2023091619;3
2023091620;0
2023091621;0
2023091622;0
2023091623;4
2023091700;1
2023091701;4
2023091702;4
2023091703;7
2023091704;8
2023091705;8
2023091706;6
2023091707;8
2023091708;8
2023091709;7
2023091710;7
2023091711;5
2023091712;2
2023091713;7
2023091714;8
2023091715;8
2023091716;7
2023091717;8
2023091718;8
2023091719;8
2023091720;6
2023091721;5
2023091722;0
2023091723;0
2023091800;7
2023091801;8
2023091802;8
